net,length_um
rf.registers\[19\]\[19\],28.56
_2581_,28.52
rf.registers\[22\]\[1\],28.51
rf.registers\[10\]\[19\],28.49
rf.registers\[8\]\[25\],28.48
rf.registers\[29\]\[15\],28.46
rf.registers\[19\]\[18\],28.42
rf.registers\[6\]\[30\],28.39
_1618_,28.36
_2234_,28.34
_1995_,28.32
rf.registers\[9\]\[7\],28.28
rf.registers\[18\]\[6\],28.22
_1504_,28.16
_3030_,28.12
_3366_,28.1
rf.registers\[17\]\[29\],28.1
_2838_,28.08
_3887_,28.04
rf.registers\[22\]\[4\],28.015
_1885_,28
rf.registers\[19\]\[3\],28
_1989_,27.98
rf.registers\[30\]\[24\],27.955
_1997_,27.92
_1005_,27.905
_2060_,27.9
rf.registers\[11\]\[24\],27.88
rf.registers\[21\]\[8\],27.84
rf.registers\[6\]\[0\],27.835
_2095_,27.82
rf.registers\[15\]\[23\],27.82
rf.registers\[4\]\[7\],27.82
rf.registers\[16\]\[10\],27.8
_2548_,27.76
_3411_,27.74
_3036_,27.72
rf.registers\[4\]\[21\],27.7
_1846_,27.68
rf.registers\[15\]\[14\],27.62
_1377_,27.6
_1294_,27.58
_2211_,27.58
_1849_,27.54
_2276_,27.48
rf.registers\[0\]\[31\],27.48
rf.registers\[16\]\[16\],27.48
_2531_,27.44
rf.registers\[30\]\[6\],27.415
rf.registers\[14\]\[9\],27.395
_2056_,27.38
rf.registers\[25\]\[2\],27.38
rf.registers\[21\]\[24\],27.36
rf.registers\[23\]\[25\],27.36
rf.registers\[24\]\[13\],27.35
_0505_,27.34
rf.registers\[8\]\[28\],27.34
_1481_,27.32
rf.registers\[0\]\[20\],27.32
_1909_,27.3
rf.registers\[5\]\[14\],27.3
rf.registers\[27\]\[4\],27.28
rf.registers\[30\]\[13\],27.26
_2502_,27.24
rf.registers\[1\]\[0\],27.24
rf.registers\[10\]\[21\],27.235
_1526_,27.22
rf.registers\[13\]\[10\],27.22
_2756_,27.2
_3409_,27.2
_1932_,27.18
rf.registers\[16\]\[26\],27.18
rf.registers\[9\]\[27\],27.16
_2163_,27.14
rf.registers\[3\]\[28\],27.14
rf.registers\[3\]\[21\],27.12
_1152_,27.1
_1776_,27.1
_2387_,27.1
rf.registers\[6\]\[13\],27.09
rf.registers\[21\]\[9\],27.08
net108,27.08
_1743_,27.02
rf.registers\[27\]\[22\],26.98
rf.registers\[4\]\[24\],26.98
rf.registers\[8\]\[30\],26.98
rf.registers\[9\]\[21\],26.98
rf.registers\[5\]\[15\],26.96
_2371_,26.94
rf.registers\[31\]\[24\],26.92
rf.registers\[2\]\[30\],26.915
rf.registers\[23\]\[24\],26.9
_2294_,26.88
rf.registers\[5\]\[21\],26.88
_1757_,26.86
rf.registers\[23\]\[3\],26.84
rf.registers\[24\]\[3\],26.82
rf.registers\[13\]\[11\],26.8
rf.registers\[10\]\[9\],26.77
rf.registers\[2\]\[25\],26.735
rf.registers\[19\]\[28\],26.69
rf.registers\[30\]\[29\],26.675
_1620_,26.66
_2966_,26.64
rf.registers\[20\]\[20\],26.64
_0280_,26.625
rf.registers\[18\]\[4\],26.625
rf.registers\[7\]\[26\],26.61
_0013_,26.605
rf.registers\[18\]\[31\],26.57
rf.registers\[7\]\[29\],26.56
rf.registers\[14\]\[25\],26.54
rf.registers\[3\]\[13\],26.54
_0124_,26.525
_1635_,26.52
rf.registers\[8\]\[13\],26.52
rf.registers\[23\]\[20\],26.5
_2624_,26.48
rf.registers\[19\]\[5\],26.48
_2372_,26.38
rf.registers\[17\]\[23\],26.36
rf.registers\[26\]\[20\],26.33
rf.registers\[0\]\[27\],26.32
rf.registers\[16\]\[4\],26.32
rf.registers\[17\]\[9\],26.32
rf.registers\[11\]\[31\],26.26
rf.registers\[18\]\[0\],26.255
rf.registers\[15\]\[9\],26.23
_2209_,26.22
_2302_,26.22
rf.registers\[23\]\[4\],26.22
rf.registers\[23\]\[6\],26.22
_1228_,26.2
_3416_,26.18
rf.registers\[13\]\[30\],26.18
rf.registers\[20\]\[8\],26.14
rf.registers\[23\]\[13\],26.14
rf.registers\[6\]\[23\],26.095
rf.registers\[12\]\[2\],26.04
rf.registers\[8\]\[1\],26
rf.registers\[7\]\[20\],25.98
rf.registers\[17\]\[7\],25.96
rf.registers\[3\]\[24\],25.96
_4102_,25.94
rf.registers\[2\]\[20\],25.935
rf.registers\[13\]\[3\],25.92
_2296_,25.9
rf.registers\[11\]\[29\],25.9
rf.registers\[24\]\[31\],25.9
rf.registers\[28\]\[12\],25.89
rf.registers\[18\]\[26\],25.885
_1115_,25.88
_2309_,25.87
rf.registers\[0\]\[2\],25.86
rf.registers\[21\]\[11\],25.82
rf.registers\[3\]\[19\],25.82
rf.registers\[29\]\[20\],25.8
net96,25.8
_1142_,25.76
_2725_,25.745
rf.registers\[18\]\[13\],25.73
rf.registers\[22\]\[7\],25.73
_0032_,25.705
rf.registers\[19\]\[17\],25.7
rf.registers\[20\]\[1\],25.7
_1320_,25.68
rf.registers\[31\]\[14\],25.68
rf.registers\[28\]\[28\],25.66
rf.registers\[23\]\[26\],25.64
rf.registers\[15\]\[15\],25.6
rf.registers\[25\]\[3\],25.6
rf.registers\[9\]\[28\],25.6
_2597_,25.59
rf.registers\[7\]\[15\],25.56
rf.registers\[10\]\[6\],25.55
_3670_,25.54
_2310_,25.52
_2791_,25.52
_1297_,25.5
rf.registers\[20\]\[24\],25.48
rf.registers\[3\]\[16\],25.48
rf.registers\[5\]\[24\],25.48
rf.registers\[24\]\[18\],25.46
rf.registers\[28\]\[22\],25.46
rf.registers\[11\]\[9\],25.44
rf.registers\[31\]\[16\],25.43
_2528_,25.42
rf.registers\[27\]\[18\],25.42
rf.registers\[6\]\[12\],25.42
rf.registers\[9\]\[11\],25.4
_3766_,25.38
rf.registers\[4\]\[1\],25.36
rf.registers\[27\]\[12\],25.3
rf.registers\[31\]\[31\],25.3
net572,25.28
rf.registers\[5\]\[16\],25.23
_2867_,25.22
rf.registers\[30\]\[4\],25.21
rf.registers\[3\]\[22\],25.2
rf.registers\[8\]\[24\],25.2
rf.registers\[9\]\[18\],25.2
rf.registers\[20\]\[25\],25.18
clknet_leaf_5_clk,25.18
_2005_,25.16
rf.registers\[11\]\[20\],25.16
rf.registers\[18\]\[28\],25.15
rf.registers\[15\]\[10\],25.14
rf.registers\[2\]\[29\],25.14
rf.registers\[8\]\[23\],25.14
rf.registers\[30\]\[11\],25.125
rf.registers\[12\]\[27\],25.12
_2384_,25.1
_2594_,25.06
rf.registers\[4\]\[14\],25.04
_2148_,25.02
rf.registers\[17\]\[5\],25.02
rf.registers\[18\]\[14\],25.01
rf.registers\[8\]\[10\],25
rf.registers\[13\]\[28\],24.96
rf.registers\[28\]\[23\],24.95
rf.registers\[28\]\[29\],24.94
_0764_,24.925
_1482_,24.92
rf.registers\[31\]\[7\],24.92
_2418_,24.89
_3712_,24.88
_1112_,24.86
rf.registers\[11\]\[8\],24.86
rf.registers\[13\]\[13\],24.86
rf.registers\[26\]\[13\],24.85
_0256_,24.845
rf.registers\[8\]\[19\],24.83
rf.registers\[25\]\[11\],24.81
_1378_,24.76
rf.registers\[26\]\[19\],24.725
rf.registers\[25\]\[20\],24.68
rf.registers\[8\]\[18\],24.68
rf.registers\[2\]\[0\],24.675
rf.registers\[17\]\[30\],24.66
rf.registers\[14\]\[5\],24.655
_3202_,24.64
rf.registers\[3\]\[2\],24.62
rf.registers\[11\]\[19\],24.6
rf.registers\[13\]\[31\],24.6
_0252_,24.565
_2674_,24.56
rf.registers\[11\]\[26\],24.56
rf.registers\[21\]\[16\],24.56
rf.registers\[5\]\[8\],24.56
_0911_,24.555
_2950_,24.52
_0020_,24.505
_2712_,24.46
_0983_,24.385
_2467_,24.38
rf.registers\[1\]\[8\],24.38
_2738_,24.36
net712,24.34
rf.registers\[22\]\[3\],24.33
rf.registers\[10\]\[0\],24.31
_1467_,24.3
rf.registers\[12\]\[9\],24.3
rf.registers\[1\]\[14\],24.26
rf.registers\[28\]\[21\],24.24
rf.registers\[22\]\[15\],24.23
rf.registers\[21\]\[10\],24.22
_2875_,24.2
_3181_,24.2
rf.registers\[20\]\[28\],24.2
_2400_,24.14
rf.registers\[1\]\[27\],24.14
_2538_,24.12
rf.registers\[12\]\[17\],24.12
_2684_,24.1
rf.registers\[20\]\[0\],24.1
_2877_,24.08
rf.registers\[1\]\[5\],24.08
rf.registers\[2\]\[9\],24.08
_0792_,24.075
rf.registers\[10\]\[7\],24.065
rf.registers\[18\]\[9\],24.065
rf.registers\[23\]\[27\],24.06
rf.registers\[23\]\[30\],24.06
rf.registers\[9\]\[31\],24.06
rf.registers\[21\]\[4\],24.05
_2889_,24.04
rf.registers\[22\]\[20\],24.03
_1540_,24.02
rf.registers\[21\]\[3\],24.02
rf.registers\[22\]\[18\],24.01
rf.registers\[22\]\[28\],24.01
_1851_,24
rf.registers\[8\]\[5\],24
rf.registers\[30\]\[31\],23.995
_2740_,23.96
_1827_,23.92
rf.registers\[27\]\[15\],23.92
rf.registers\[27\]\[29\],23.92
rf.registers\[6\]\[9\],23.915
_0507_,23.905
_3478_,23.88
rf.registers\[13\]\[29\],23.88
rf.registers\[29\]\[17\],23.88
rf.registers\[8\]\[26\],23.88
_2593_,23.86
_2237_,23.84
rf.registers\[8\]\[22\],23.84
rf.registers\[14\]\[22\],23.835
rf.registers\[26\]\[18\],23.83
rf.registers\[29\]\[8\],23.82
_0139_,23.815
rf.registers\[6\]\[27\],23.815
_4199_,23.8
rf.registers\[19\]\[29\],23.8
rf.registers\[14\]\[20\],23.75
_2718_,23.74
_3805_,23.74
_4149_,23.74
_1373_,23.73
rf.registers\[22\]\[27\],23.73
rf.registers\[22\]\[22\],23.71
rf.registers\[7\]\[23\],23.68
net1052,23.68
rf.registers\[11\]\[17\],23.66
rf.registers\[3\]\[0\],23.64
rf.registers\[8\]\[2\],23.64
net982,23.64
_1478_,23.62
_2512_,23.62
rf.registers\[11\]\[21\],23.62
rf.registers\[17\]\[12\],23.62
_1302_,23.6
rf.registers\[0\]\[24\],23.6
rf.registers\[1\]\[25\],23.6
rf.registers\[4\]\[19\],23.6
rf.registers\[12\]\[1\],23.58
_2465_,23.54
rf.registers\[27\]\[10\],23.54
rf.registers\[7\]\[1\],23.52
_1831_,23.5
rf.registers\[1\]\[28\],23.5
rf.registers\[29\]\[9\],23.5
rf.registers\[4\]\[29\],23.5
_0024_,23.48
rf.registers\[25\]\[14\],23.48
rf.registers\[29\]\[29\],23.48
rf.registers\[4\]\[25\],23.48
_3364_,23.46
rf.registers\[5\]\[11\],23.46
_1902_,23.44
_0153_,23.405
_1622_,23.4
rf.registers\[19\]\[2\],23.4
rf.registers\[14\]\[12\],23.38
rf.registers\[16\]\[11\],23.38
_1571_,23.36
rf.registers\[18\]\[22\],23.355
_2468_,23.335
_3153_,23.32
rf.registers\[14\]\[14\],23.31
rf.registers\[21\]\[29\],23.3
rf.registers\[27\]\[3\],23.3
rf.registers\[10\]\[11\],23.295
rf.registers\[26\]\[9\],23.285
rf.registers\[10\]\[15\],23.275
_1859_,23.26
rf.registers\[19\]\[27\],23.26
rf.registers\[7\]\[9\],23.22
rf.registers\[15\]\[1\],23.18
rf.registers\[12\]\[31\],23.16
_2024_,23.12
rf.registers\[4\]\[26\],23.11
rf.registers\[19\]\[6\],23.1
rf.registers\[25\]\[6\],23.1
net399,23.08
rf.registers\[27\]\[20\],23.06
rf.registers\[9\]\[26\],23.04
net451,23.02
_3585_,23
rf.registers\[13\]\[8\],23
rf.registers\[15\]\[4\],23
net1139,22.98
_2688_,22.96
rf.registers\[3\]\[12\],22.93
_2680_,22.92
rf.registers\[24\]\[14\],22.92
net341,22.92
_2809_,22.9
_0030_,22.865
net942,22.86
rf.registers\[12\]\[0\],22.84
rf.registers\[21\]\[19\],22.84
rf.registers\[23\]\[29\],22.84
rf.registers\[8\]\[14\],22.84
_3406_,22.8
rf.registers\[11\]\[5\],22.8
rf.registers\[15\]\[18\],22.8
rf.registers\[28\]\[17\],22.8
rf.registers\[10\]\[25\],22.795
rf.registers\[25\]\[24\],22.76
rf.registers\[7\]\[22\],22.76
rf.registers\[31\]\[25\],22.75
_1864_,22.74
rf.registers\[10\]\[20\],22.735
net989,22.72
rf.registers\[6\]\[20\],22.71
_1886_,22.7
_3739_,22.7
rf.registers\[28\]\[31\],22.7
net957,22.7
rf.registers\[18\]\[15\],22.695
_3571_,22.68
rf.registers\[21\]\[28\],22.68
rf.registers\[5\]\[3\],22.66
rf.registers\[0\]\[23\],22.65
_1318_,22.64
_2622_,22.64
_3090_,22.64
rf.registers\[26\]\[15\],22.63
rf.registers\[12\]\[19\],22.62
rf.registers\[19\]\[16\],22.62
_0889_,22.605
_2511_,22.6
rf.registers\[16\]\[22\],22.6
_4231_,22.58
rf.registers\[14\]\[17\],22.57
rf.registers\[4\]\[10\],22.56
rf.registers\[3\]\[27\],22.555
_1787_,22.54
rf.registers\[13\]\[27\],22.54
rf.registers\[3\]\[6\],22.54
_3851_,22.52
rf.registers\[15\]\[16\],22.52
net234,22.52
_2616_,22.5
_2714_,22.48
_2469_,22.46
rf.registers\[1\]\[9\],22.46
net807,22.46
rf.registers\[31\]\[17\],22.44
rf.registers\[0\]\[0\],22.42
rf.registers\[24\]\[19\],22.42
rf.registers\[4\]\[0\],22.4
rf.registers\[28\]\[9\],22.38
rf.registers\[7\]\[30\],22.38
rf.registers\[30\]\[1\],22.335
rf.registers\[6\]\[14\],22.335
rf.registers\[14\]\[28\],22.33
_2368_,22.32
rf.registers\[31\]\[10\],22.32
rf.registers\[1\]\[17\],22.3
rf.registers\[8\]\[12\],22.3
rf.registers\[10\]\[5\],22.29
_1841_,22.28
rf.registers\[9\]\[16\],22.28
_1575_,22.26
rf.registers\[8\]\[4\],22.26
_3171_,22.24
net1008,22.24
_0729_,22.22
rf.registers\[16\]\[21\],22.22
_1314_,22.2
rf.registers\[12\]\[18\],22.2
_2539_,22.18
rf.registers\[30\]\[23\],22.17
_2713_,22.16
net110,22.16
rf.registers\[5\]\[19\],22.14
_2498_,22.13
rf.registers\[7\]\[5\],22.12
rf.registers\[8\]\[11\],22.12
rf.registers\[31\]\[29\],22.115
_0334_,22.105
rf.registers\[30\]\[21\],22.105
_1346_,22.1
rf.registers\[0\]\[9\],22.1
rf.registers\[11\]\[3\],22.06
_3742_,22.04
_0121_,22.025
_1210_,22.02
net1043,22.02
rf.registers\[1\]\[2\],22
rf.registers\[5\]\[2\],22
rf.registers\[13\]\[6\],21.98
rf.registers\[5\]\[0\],21.98
net1100,21.98
rf.registers\[13\]\[12\],21.97
rf.registers\[16\]\[18\],21.97
_1086_,21.96
rf.registers\[2\]\[26\],21.915
_1272_,21.9
rf.registers\[23\]\[14\],21.9
rf.registers\[11\]\[25\],21.88
rf.registers\[15\]\[19\],21.88
_1094_,21.86
rf.registers\[16\]\[17\],21.86
rf.registers\[16\]\[15\],21.84
rf.registers\[27\]\[16\],21.84
_3091_,21.82
rf.registers\[4\]\[2\],21.82
net383,21.82
rf.registers\[17\]\[8\],21.81
rf.registers\[1\]\[13\],21.8
rf.registers\[27\]\[6\],21.8
rf.registers\[8\]\[6\],21.8
rf.registers\[14\]\[8\],21.755
net1078,21.75
rf.registers\[8\]\[16\],21.74
rf.registers\[30\]\[17\],21.735
_1492_,21.72
rf.registers\[15\]\[22\],21.72
net779,21.72
rf.registers\[14\]\[3\],21.705
_2940_,21.66
rf.registers\[19\]\[20\],21.66
rf.registers\[28\]\[16\],21.64
rf.registers\[3\]\[9\],21.64
_2268_,21.62
rf.registers\[24\]\[26\],21.62
rf.registers\[4\]\[12\],21.62
rf.registers\[14\]\[1\],21.61
rf.registers\[6\]\[11\],21.61
_1422_,21.6
_1500_,21.58
rf.registers\[4\]\[23\],21.58
_2913_,21.54
rf.registers\[24\]\[8\],21.54
rf.registers\[16\]\[20\],21.5
rf.registers\[16\]\[24\],21.5
rf.registers\[16\]\[7\],21.49
rf.registers\[1\]\[22\],21.48
rf.registers\[26\]\[30\],21.475
rf.registers\[0\]\[26\],21.46
rf.registers\[11\]\[10\],21.46
rf.registers\[12\]\[3\],21.46
_0076_,21.445
rf.registers\[15\]\[26\],21.42
rf.registers\[30\]\[22\],21.42
rf.registers\[31\]\[1\],21.42
rf.registers\[14\]\[29\],21.395
_2393_,21.38
rf.registers\[20\]\[18\],21.38
rf.registers\[21\]\[31\],21.38
rf.registers\[23\]\[9\],21.38
rf.registers\[28\]\[6\],21.38
rf.registers\[4\]\[17\],21.38
rf.registers\[4\]\[8\],21.38
_2727_,21.37
net1067,21.36
rf.registers\[26\]\[4\],21.355
rf.registers\[14\]\[31\],21.35
_1969_,21.32
rf.registers\[24\]\[30\],21.32
rf.registers\[2\]\[31\],21.295
rf.registers\[12\]\[4\],21.28
rf.registers\[28\]\[26\],21.28
rf.registers\[4\]\[9\],21.28
rf.registers\[22\]\[2\],21.27
rf.registers\[13\]\[25\],21.26
rf.registers\[21\]\[27\],21.26
net539,21.26
_2608_,21.24
rf.registers\[20\]\[10\],21.24
_1428_,21.22
_3191_,21.22
_2077_,21.2
_0283_,21.18
rf.registers\[6\]\[1\],21.165
_2612_,21.12
rf.registers\[12\]\[25\],21.12
rf.registers\[16\]\[27\],21.12
rf.registers\[29\]\[21\],21.12
rf.registers\[5\]\[9\],21.12
_3302_,21.1
rf.registers\[19\]\[22\],21.1
_2964_,21.08
rf.registers\[0\]\[18\],21.08
rf.registers\[26\]\[25\],21.07
_0219_,21.045
rf.registers\[17\]\[24\],21.04
rf.registers\[12\]\[20\],21.02
_2572_,20.99
rf.registers\[2\]\[27\],20.99
rf.registers\[19\]\[4\],20.96
_0697_,20.945
_2751_,20.94
rf.registers\[6\]\[29\],20.93
rf.registers\[0\]\[11\],20.92
rf.registers\[12\]\[15\],20.92
rf.registers\[13\]\[21\],20.92
rf.registers\[4\]\[30\],20.92
_0689_,20.905
_2265_,20.9
rf.registers\[1\]\[24\],20.88
net313,20.88
rf.registers\[3\]\[4\],20.84
_2806_,20.82
rf.registers\[22\]\[29\],20.79
rf.registers\[14\]\[18\],20.785
_1615_,20.78
_1765_,20.78
_2088_,20.78
_3575_,20.78
rf.registers\[19\]\[14\],20.78
_3142_,20.76
rf.registers\[1\]\[30\],20.76
rf.registers\[23\]\[11\],20.76
rf.registers\[31\]\[4\],20.76
_4229_,20.74
rf.registers\[3\]\[10\],20.74
_4197_,20.72
_3947_,20.7
rf.registers\[0\]\[7\],20.7
rf.registers\[24\]\[24\],20.66
rf.registers\[22\]\[25\],20.635
rf.registers\[3\]\[25\],20.62
net505,20.62
_2679_,20.61
_1427_,20.6
_1802_,20.6
_3264_,20.6
rf.registers\[9\]\[3\],20.6
rf.registers\[2\]\[22\],20.57
_1986_,20.56
_2869_,20.56
rf.registers\[25\]\[25\],20.56
_2672_,20.54
_3198_,20.54
rf.registers\[27\]\[31\],20.54
rf.registers\[4\]\[27\],20.54
_1069_,20.52
_2543_,20.52
rf.registers\[9\]\[22\],20.52
_0230_,20.485
rf.registers\[0\]\[22\],20.48
rf.registers\[5\]\[6\],20.46
rf.registers\[0\]\[21\],20.44
net244,20.44
rf.registers\[3\]\[31\],20.42
net91,20.4
_3503_,20.38
rf.registers\[10\]\[30\],20.365
_2248_,20.36
_3582_,20.36
_0763_,20.345
rf.registers\[0\]\[15\],20.34
rf.registers\[5\]\[1\],20.34
rf.registers\[8\]\[27\],20.34
_1683_,20.33
_0723_,20.325
rf.registers\[7\]\[4\],20.32
_1560_,20.3
_1339_,20.28
rf.registers\[25\]\[5\],20.26
rf.registers\[13\]\[24\],20.24
rf.registers\[1\]\[11\],20.24
_0036_,20.225
rf.registers\[13\]\[20\],20.22
rf.registers\[0\]\[8\],20.2
rf.registers\[25\]\[22\],20.2
_2381_,20.16
rf.registers\[3\]\[15\],20.16
rf.registers\[3\]\[26\],20.16
rf.registers\[4\]\[15\],20.14
rf.registers\[8\]\[0\],20.14
rf.registers\[2\]\[16\],20.13
rf.registers\[16\]\[8\],20.12
rf.registers\[5\]\[20\],20.12
rf.registers\[7\]\[31\],20.12
net753,20.12
_2532_,20.1
_2272_,20.08
rf.registers\[26\]\[29\],20.055
_2829_,20.04
net574,20.04
rf.registers\[10\]\[16\],20.03
_2036_,20.02
rf.registers\[23\]\[0\],20
net938,20
net1055,20
rf.registers\[10\]\[12\],19.99
rf.registers\[29\]\[25\],19.98
_1249_,19.96
_1912_,19.96
rf.registers\[23\]\[22\],19.96
rf.registers\[9\]\[24\],19.96
_3623_,19.94
rf.registers\[10\]\[10\],19.935
rf.registers\[0\]\[5\],19.92
rf.registers\[29\]\[7\],19.92
rf.registers\[2\]\[5\],19.91
rf.registers\[13\]\[26\],19.88
net430,19.86
net476,19.86
_1807_,19.84
_2858_,19.84
rf.registers\[13\]\[16\],19.84
rf.registers\[7\]\[7\],19.82
net443,19.8
_4209_,19.78
rf.registers\[16\]\[30\],19.78
_1518_,19.76
_1806_,19.76
_0661_,19.755
_1818_,19.74
rf.registers\[7\]\[12\],19.74
rf.registers\[9\]\[13\],19.74
rf.registers\[30\]\[14\],19.715
rf.registers\[11\]\[28\],19.71
_0348_,19.705
_3682_,19.7
rf.registers\[0\]\[13\],19.7
rf.registers\[30\]\[16\],19.69
rf.registers\[11\]\[2\],19.68
rf.registers\[9\]\[5\],19.68
rf.registers\[10\]\[8\],19.67
_2367_,19.66
rf.registers\[1\]\[21\],19.66
rf.registers\[4\]\[13\],19.66
_1316_,19.635
net1039,19.62
rf.registers\[11\]\[1\],19.6
rf.registers\[13\]\[1\],19.6
rf.registers\[15\]\[3\],19.58
rf.registers\[8\]\[3\],19.58
_2891_,19.57
net913,19.56
rf.registers\[30\]\[20\],19.55
_3562_,19.54
rf.registers\[23\]\[28\],19.54
_0512_,19.525
_3707_,19.52
_1850_,19.5
rf.registers\[7\]\[13\],19.5
_2174_,19.48
_2230_,19.48
_1336_,19.46
_2325_,19.46
rf.registers\[31\]\[18\],19.46
_0687_,19.445
rf.registers\[0\]\[4\],19.44
rf.registers\[25\]\[18\],19.44
net259,19.44
_3543_,19.42
rf.registers\[12\]\[8\],19.42
_4212_,19.4
_1102_,19.38
rf.registers\[20\]\[14\],19.38
rf.registers\[25\]\[27\],19.38
rf.registers\[11\]\[16\],19.37
rf.registers\[6\]\[16\],19.37
rf.registers\[15\]\[21\],19.36
rf.registers\[20\]\[15\],19.36
rf.registers\[31\]\[27\],19.36
rf.registers\[31\]\[8\],19.36
_0262_,19.345
_1508_,19.34
_1563_,19.34
rf.registers\[14\]\[16\],19.335
rf.registers\[24\]\[23\],19.32
rf.registers\[28\]\[14\],19.32
rf.registers\[22\]\[13\],19.315
_0143_,19.305
_1153_,19.3
_0288_,19.285
_2225_,19.28
rf.registers\[12\]\[16\],19.28
rf.registers\[9\]\[9\],19.28
_1944_,19.26
_3954_,19.24
rf.registers\[27\]\[19\],19.24
_0623_,19.225
rf.registers\[17\]\[15\],19.2
_2669_,19.18
rf.registers\[2\]\[15\],19.175
rf.registers\[22\]\[6\],19.17
_0412_,19.165
net981,19.16
_1557_,19.14
rf.registers\[12\]\[12\],19.14
rf.registers\[19\]\[24\],19.14
rf.registers\[31\]\[5\],19.135
rf.registers\[18\]\[20\],19.13
rf.registers\[6\]\[24\],19.13
rf.registers\[22\]\[30\],19.125
rf.registers\[23\]\[15\],19.12
rf.registers\[5\]\[4\],19.12
rf.registers\[2\]\[4\],19.11
_1396_,19.1
_1418_,19.1
_3373_,19.1
rf.registers\[15\]\[30\],19.08
rf.registers\[10\]\[18\],19.075
rf.registers\[6\]\[31\],19.07
rf.registers\[26\]\[26\],19.055
_2790_,19.04
rf.registers\[2\]\[24\],19.03
rf.registers\[29\]\[24\],19.02
_2630_,19
_3970_,19
_3923_,18.98
rf.registers\[3\]\[29\],18.96
net951,18.96
rf.registers\[0\]\[10\],18.95
rf.registers\[25\]\[13\],18.94
rf.registers\[2\]\[3\],18.935
rf.registers\[31\]\[20\],18.935
_3696_,18.92
rf.registers\[1\]\[6\],18.9
_4029_,18.86
_4176_,18.86
rf.registers\[17\]\[27\],18.86
net912,18.86
_1045_,18.83
_0686_,18.825
_3852_,18.82
_0761_,18.8
_2041_,18.8
_2853_,18.8
_1095_,18.76
rf.registers\[10\]\[2\],18.75
rf.registers\[2\]\[7\],18.75
_1532_,18.74
rf.registers\[11\]\[30\],18.74
net360,18.74
net1089,18.74
_4243_,18.72
rf.registers\[17\]\[19\],18.72
_0028_,18.705
_1832_,18.7
_1924_,18.7
_2369_,18.7
rf.registers\[29\]\[22\],18.7
rf.registers\[2\]\[23\],18.695
_3868_,18.68
rf.registers\[13\]\[18\],18.68
rf.registers\[20\]\[6\],18.66
rf.registers\[22\]\[9\],18.645
_2218_,18.64
rf.registers\[12\]\[22\],18.64
rf.registers\[20\]\[21\],18.64
rf.registers\[21\]\[23\],18.64
_0922_,18.625
rf.registers\[26\]\[8\],18.625
_1821_,18.62
rf.registers\[16\]\[12\],18.62
_1186_,18.6
_2214_,18.6
_3635_,18.56
rf.registers\[21\]\[17\],18.56
rf.registers\[25\]\[7\],18.54
rf.registers\[18\]\[16\],18.51
_2745_,18.5
rf.registers\[0\]\[6\],18.5
_1234_,18.48
_1031_,18.46
_1922_,18.46
_3038_,18.46
rf.registers\[10\]\[4\],18.455
rf.registers\[26\]\[5\],18.45
_0717_,18.445
_1033_,18.44
_2398_,18.44
_0109_,18.425
_0924_,18.42
_2640_,18.4
rf.registers\[1\]\[10\],18.4
rf.registers\[9\]\[19\],18.4
net988,18.4
net749,18.38
_1463_,18.36
rf.registers\[0\]\[17\],18.36
rf.registers\[11\]\[15\],18.36
_2820_,18.32
rf.registers\[16\]\[19\],18.32
rf.registers\[17\]\[16\],18.32
net1130,18.32
rf.registers\[24\]\[12\],18.3
rf.registers\[10\]\[22\],18.29
_1961_,18.28
_2486_,18.28
rf.registers\[25\]\[0\],18.28
rf.registers\[7\]\[8\],18.28
rf.registers\[8\]\[8\],18.28
_0715_,18.26
_1425_,18.26
_3874_,18.26
rf.registers\[2\]\[14\],18.255
_1252_,18.24
rf.registers\[31\]\[28\],18.23
_1051_,18.225
_1604_,18.22
rf.registers\[11\]\[18\],18.22
rf.registers\[25\]\[16\],18.2
rf.registers\[8\]\[20\],18.2
net757,18.2
_3003_,18.195
net1084,18.18
_1663_,18.17
_2942_,18.16
rf.registers\[27\]\[24\],18.16
net799,18.16
_0564_,18.145
rf.registers\[19\]\[7\],18.14
rf.registers\[1\]\[7\],18.14
rf.registers\[4\]\[22\],18.14
net1121,18.14
rf.registers\[25\]\[30\],18.12
_2946_,18.08
rf.registers\[20\]\[7\],18.08
net124,18.08
rf.registers\[6\]\[18\],18.075
_2717_,18.06
_3681_,18.06
_4094_,18.06
rf.registers\[10\]\[28\],18.06
rf.registers\[8\]\[31\],18.06
net931,18.06
_0599_,18.045
_1556_,18.04
net374,18.04
_2396_,18.02
_3259_,18.02
rf.registers\[17\]\[3\],18.02
rf.registers\[20\]\[19\],18.02
net615,18.02
net728,18.02
_2138_,18
_3480_,18
rf.registers\[15\]\[20\],18
net634,18
net1120,18
_3993_,17.98
rf.registers\[5\]\[13\],17.98
rf.registers\[9\]\[14\],17.98
net960,17.98
_0179_,17.965
_0142_,17.945
_1616_,17.94
rf.registers\[28\]\[19\],17.94
rf.registers\[5\]\[22\],17.94
_1725_,17.92
_2904_,17.92
net310,17.91
_2925_,17.88
rf.registers\[11\]\[11\],17.87
rf.registers\[27\]\[25\],17.86
_1759_,17.84
_1892_,17.84
rf.registers\[31\]\[13\],17.8
rf.registers\[6\]\[4\],17.8
net483,17.8
net599,17.8
_3514_,17.78
rf.registers\[18\]\[7\],17.77
_0000_,17.755
_0534_,17.745
