net,length_um
clknet_leaf_70_clk,143.93
_2578_,143.58
_3101_,142.79
net61,142.58
_3476_,141.935
net79,141.12
_1255_,140.8
net63,140.48
_3126_,140.12
clknet_leaf_52_clk,139.43
_3132_,138.97
net78,138.78
_3444_,138.76
_1797_,138.53
_2251_,138.5
net62,137.22
_3118_,136.83
clknet_leaf_30_clk,135.66
_2336_,135.095
net50,134.84
net80,134.5
_1587_,133.6
clknet_leaf_26_clk,133.19
_3122_,133
_3468_,132.76
_3089_,132.72
_3462_,132.42
_1666_,132.375
_1798_,131.74
net53,128.68
_3493_,128.13
clknet_leaf_51_clk,128
_2420_,127.7
clknet_leaf_38_clk,126.01
clknet_leaf_58_clk,124.92
_1200_,124.72
_1168_,124.32
_2678_,124.02
_3048_,123.11
clknet_leaf_68_clk,122.54
_2178_,121.81
_3077_,121.68
clknet_leaf_7_clk,120.02
_1879_,119.92
clknet_leaf_43_clk,118.64
_3017_,118.28
_3039_,118.07
net57,117.92
_1110_,117.77
_3489_,117.74
_2731_,117.695
net59,117.54
_1430_,117
_3009_,116.93
net58,116.86
_3111_,116.2
clknet_leaf_41_clk,116.18
_3062_,116.02
_3046_,115.9
_3464_,115.2
_1800_,114.9
clknet_leaf_0_clk,114.885
_2501_,114.8
_3099_,113.84
clknet_leaf_10_clk,113.7
_3470_,113.4
clknet_leaf_47_clk,113.12
_1803_,112.66
_3054_,112.44
clknet_leaf_13_clk,112.3
_2534_,112.26
_3002_,111.9
_3015_,111.58
_2411_,111.14
_3141_,109.37
clknet_leaf_33_clk,109.24
_3060_,109.23
_3029_,109.03
clknet_leaf_54_clk,108.7
clknet_leaf_49_clk,108.535
_1052_,108.31
net56,108.18
clknet_leaf_31_clk,107.44
net51,107.06
clknet_leaf_36_clk,106.52
clknet_leaf_6_clk,106.27
_1639_,106.02
_1298_,105.615
_1758_,105.53
_1668_,105.055
clknet_leaf_73_clk,105.04
clknet_leaf_59_clk,104.54
_3454_,104.32
_3073_,104.31
_3452_,103.91
_2658_,103.78
_3056_,103.78
_3067_,103.18
clknet_leaf_63_clk,103.14
_3085_,102.44
clknet_leaf_45_clk,101.92
_2524_,101.61
clknet_leaf_74_clk,101.56
_3450_,101.51
_2271_,101
_3058_,100.88
clknet_leaf_67_clk,100.86
net1155,100.64
clknet_leaf_69_clk,100.48
_3025_,100.4
clknet_leaf_61_clk,100.34
net44,100.12
_2586_,99.85
_3155_,99.68
clknet_leaf_29_clk,99.56
_2549_,99.44
_2039_,99.32
_1237_,99.205
_3079_,98.82
_1217_,98.48
clknet_leaf_17_clk,98.36
_2814_,97.4
clknet_leaf_3_clk,97.32
clknet_leaf_44_clk,97.26
net76,96.92
clknet_leaf_64_clk,95.99
net33,95.96
_3050_,95.95
clknet_leaf_40_clk,95.26
_3043_,94.115
_2815_,93.56
_2705_,92.68
clknet_leaf_53_clk,92.65
_1494_,92.6
_3033_,92.02
net127,91.96
_3485_,91.7
_2729_,91.67
_2671_,91.5
_2603_,91.06
clknet_leaf_56_clk,90.42
clknet_leaf_57_clk,90.08
net52,89.68
_3052_,89.34
_2487_,88.78
net45,88.22
clknet_leaf_8_clk,88.06
_1446_,87.28
_2347_,87.1
_2715_,86.7
clknet_leaf_12_clk,86.7
_1838_,86.685
net54,86.32
_3071_,85.88
clknet_leaf_28_clk,85.75
_2038_,85.58
clknet_leaf_23_clk,85.06
clknet_leaf_15_clk,84.78
net55,84.58
_3041_,84.42
_2583_,84.38
_2193_,83.86
net34,83.82
_2331_,83.75
_2121_,83.7
_2254_,83.34
clknet_leaf_32_clk,82.735
net100,82.21
_2472_,82.14
_2741_,81.9
_1877_,81.52
_2620_,80.66
_3031_,80.395
clknet_leaf_42_clk,80.24
clknet_leaf_24_clk,79.52
clknet_leaf_18_clk,79.08
_1445_,78.66
clknet_leaf_20_clk,78.54
_2564_,78.52
_2585_,78.22
_1601_,78.16
_2647_,77.14
_2704_,76.88
_2737_,76.275
clknet_leaf_48_clk,75.68
_2733_,75.18
clknet_leaf_37_clk,75.12
_2613_,75.03
_1034_,75.01
_2544_,74.94
clknet_leaf_4_clk,74.88
clknet_leaf_39_clk,74.74
_2845_,73.98
_3019_,73.98
_3087_,73.695
_2477_,73.5
_2652_,73.18
clknet_leaf_50_clk,72.62
_2175_,72.24
_2545_,71.82
_1858_,71.8
_1024_,71.34
_2625_,71.1
clknet_leaf_11_clk,70.72
_1124_,69.88
_2442_,69.7
clknet_leaf_62_clk,69.02
_2974_,68.86
rf.registers\[20\]\[9\],68.72
_3037_,68.36
A2[1],68.26
_2340_,68.07
clknet_leaf_55_clk,67.94
_1464_,67.9
_2701_,67.9
_2605_,67.685
_2730_,67.65
_2750_,66.86
_1962_,66.72
_1752_,66.66
_1126_,66.5
clknet_leaf_66_clk,66.44
_2588_,66.34
_2748_,66.14
_2788_,66
_2692_,65.53
_2152_,65.24
clknet_leaf_2_clk,65
_2006_,64.98
clknet_leaf_71_clk,64.48
_2995_,64.36
_2444_,64.1
_2513_,63.92
_2220_,63.72
_2856_,63.7
_2521_,63.54
_1365_,62.48
_2250_,62.45
_2637_,62.42
_2445_,62.22
_2437_,62.14
_1399_,61.84
_2834_,61.82
_2154_,61.8
_2390_,61.6
_1392_,61.44
_3035_,61.44
rf.registers\[16\]\[2\],61.24
_1070_,59.42
_2719_,59.18
_2921_,58.84
_2397_,58.82
rf.registers\[17\]\[21\],58
_2522_,57.9
_2778_,57.18
net86,56.94
_2822_,56.8
_2462_,56.3
_2223_,55.94
_1880_,55.66
_2651_,55.28
_1512_,54.44
clknet_leaf_46_clk,54.38
_1313_,54.3
_2314_,54.28
_1394_,53.91
_2792_,53.86
_1429_,53.58
_2941_,53.56
_1084_,53.44
_1749_,53.34
_2735_,53.22
rf.registers\[31\]\[30\],52.76
rf.registers\[18\]\[2\],52.705
_2573_,52.44
net979,52.38
_2703_,52.31
_1276_,52.08
_2766_,51.74
_2431_,51.68
_1572_,51.665
_3001_,51.62
_1146_,51.52
rf.registers\[21\]\[2\],51.515
_1253_,51.5
_2928_,51.46
_1064_,51.08
_2990_,50.94
_2547_,50.9
_2886_,50.9
_2775_,50.88
_2571_,50.84
_1406_,50.78
_2690_,50.76
_1447_,50.69
_2179_,50.58
_2795_,50.38
rf.registers\[23\]\[23\],50.175
_2463_,50.02
_2488_,49.96
clknet_leaf_19_clk,49.7
_2565_,49.67
_2576_,49.66
_1804_,49.63
_1878_,48.95
_1796_,48.94
_2691_,48.8
_1385_,48.55
_2158_,48.1
_2356_,48.08
_2675_,47.8
_2819_,47.64
rf.registers\[17\]\[25\],47.55
rf.registers\[21\]\[30\],47.52
_2859_,47.5
rf.registers\[7\]\[19\],47.5
rf.registers\[18\]\[21\],47.37
_2474_,47.36
_2439_,47.14
rf.registers\[23\]\[5\],47.1
_2570_,47.06
_2550_,46.94
_2759_,46.64
_2107_,46.58
rf.registers\[21\]\[5\],46.48
rf.registers\[26\]\[2\],46.465
_1135_,46.39
_3552_,46.3
_2520_,46.26
_1949_,46.08
_2600_,45.94
rf.registers\[7\]\[21\],45.82
_1157_,45.8
rf.registers\[27\]\[27\],45.78
_1590_,45.725
_2192_,45.32
_2274_,45.32
_2031_,44.94
rf.registers\[28\]\[11\],44.94
_2849_,44.84
rf.registers\[15\]\[27\],44.84
_2424_,44.8
rf.registers\[27\]\[2\],44.77
_2906_,44.74
_1369_,44.36
_1495_,43.96
_2823_,43.88
_2403_,43.77
_2749_,43.76
_2427_,42.85
_1326_,42.74
rf.registers\[31\]\[3\],42.7
rf.registers\[16\]\[9\],42.64
_2037_,42.62
rf.registers\[10\]\[23\],42.22
rf.registers\[15\]\[7\],42.08
_2471_,42.06
_2797_,41.96
rf.registers\[18\]\[10\],41.875
_2963_,41.84
_1409_,41.8
_2491_,41.76
rf.registers\[4\]\[20\],41.74
_1256_,41.7
_1080_,41.3
_2339_,41.2
_1727_,41.14
rf.registers\[22\]\[31\],41.09
net119,41.04
rf.registers\[30\]\[30\],40.985
_2525_,40.74
_2697_,40.72
_2280_,40.7
rf.registers\[11\]\[23\],40.64
rf.registers\[26\]\[3\],40.55
_0640_,40.54
rf.registers\[14\]\[7\],40.44
_1231_,40.26
rf.registers\[19\]\[25\],40.255
_2753_,40.24
_1509_,40.22
rf.registers\[24\]\[0\],39.955
_2495_,39.86
rf.registers\[31\]\[12\],39.86
rf.registers\[6\]\[21\],39.79
net1117,39.68
rf.registers\[17\]\[28\],39.58
rf.registers\[28\]\[24\],39.56
_1164_,39.52
_2253_,39.52
_2662_,39.46
_2801_,39.38
_2404_,39.34
rf.registers\[22\]\[21\],39.33
_2233_,39.32
rf.registers\[26\]\[27\],39.065
rf.registers\[14\]\[6\],39.03
rf.registers\[24\]\[1\],39.02
rf.registers\[2\]\[6\],38.965
rf.registers\[23\]\[12\],38.84
_2900_,38.78
rf.registers\[14\]\[0\],38.75
rf.registers\[20\]\[5\],38.7
rf.registers\[21\]\[21\],38.7
rf.registers\[29\]\[30\],38.52
rf.registers\[13\]\[19\],38.45
_2848_,38.36
rf.registers\[28\]\[2\],38.36
rf.registers\[25\]\[9\],38.3
rf.registers\[0\]\[12\],38.29
_2527_,38.12
_2663_,38.06
_2776_,38.02
_1519_,38
rf.registers\[28\]\[18\],37.97
rf.registers\[7\]\[25\],37.96
_2568_,37.94
_2609_,37.84
_1332_,37.82
rf.registers\[20\]\[3\],37.78
_1650_,37.7
rf.registers\[29\]\[26\],37.68
_2826_,37.52
_0602_,37.405
rf.registers\[26\]\[22\],37.19
rf.registers\[24\]\[10\],37.16
_0973_,37.145
rf.registers\[10\]\[3\],37.03
rf.registers\[31\]\[0\],36.96
_1101_,36.86
_3020_,36.84
rf.registers\[1\]\[4\],36.84
_2736_,36.74
rf.registers\[24\]\[27\],36.74
rf.registers\[7\]\[27\],36.64
_2476_,36.62
_2821_,36.62
rf.registers\[31\]\[2\],36.56
_1379_,36.54
rf.registers\[13\]\[5\],36.5
_2382_,36.48
rf.registers\[7\]\[6\],36.4
_2535_,36.39
rf.registers\[1\]\[1\],36.36
_2894_,36.34
_2999_,36.24
rf.registers\[0\]\[28\],36.22
_2079_,36.16
_2657_,36.12
_3330_,36.08
rf.registers\[10\]\[24\],36.02
_2456_,36
rf.registers\[15\]\[0\],35.92
_2277_,35.8
rf.registers\[30\]\[2\],35.77
_2425_,35.65
_2551_,35.64
rf.registers\[3\]\[20\],35.64
rf.registers\[0\]\[25\],35.58
_2419_,35.52
_2388_,35.48
rf.registers\[18\]\[23\],35.48
_3595_,35.38
_2287_,35.3
rf.registers\[20\]\[12\],35.24
_1761_,35.22
_2441_,35.22
rf.registers\[21\]\[25\],35.18
rf.registers\[19\]\[10\],35.16
_1617_,35.14
rf.registers\[20\]\[2\],35.14
_3812_,35.1
rf.registers\[16\]\[25\],35.1
_2485_,35.08
net7,35.04
_2470_,34.98
_2720_,34.94
rf.registers\[27\]\[1\],34.94
_2569_,34.875
rf.registers\[29\]\[11\],34.86
_1350_,34.8
_3005_,34.8
rf.registers\[16\]\[28\],34.8
_1471_,34.73
_1591_,34.7
rf.registers\[16\]\[5\],34.66
rf.registers\[7\]\[11\],34.6
rf.registers\[6\]\[25\],34.45
rf.registers\[24\]\[2\],34.34
_2556_,34.3
rf.registers\[10\]\[29\],34.29
rf.registers\[30\]\[0\],34.275
rf.registers\[20\]\[27\],34.22
rf.registers\[22\]\[5\],34.21
rf.registers\[2\]\[1\],34.195
_1952_,34.14
_2406_,34.1
rf.registers\[29\]\[0\],34.06
rf.registers\[5\]\[12\],34.04
_2575_,33.9
rf.registers\[14\]\[21\],33.9
rf.registers\[18\]\[27\],33.855
_2667_,33.82
_2376_,33.8
_2649_,33.78
rf.registers\[28\]\[25\],33.78
rf.registers\[26\]\[6\],33.73
_2529_,33.7
_2240_,33.65
_2584_,33.62
_1119_,33.58
_1862_,33.58
_2348_,33.56
rf.registers\[25\]\[1\],33.54
_1893_,33.51
_1328_,33.48
_2219_,33.44
rf.registers\[16\]\[14\],33.42
_1625_,33.4
rf.registers\[19\]\[23\],33.34
rf.registers\[27\]\[8\],33.34
_2273_,33.32
rf.registers\[10\]\[14\],33.25
rf.registers\[18\]\[3\],33.25
_2840_,33.24
_2846_,33.22
rf.registers\[7\]\[0\],33.22
rf.registers\[28\]\[30\],33.18
rf.registers\[19\]\[0\],33.14
rf.registers\[17\]\[0\],33.11
rf.registers\[26\]\[21\],33.11
_1039_,33.1
rf.registers\[18\]\[25\],33.075
rf.registers\[14\]\[10\],33.04
rf.registers\[25\]\[12\],33
net855,33
rf.registers\[13\]\[23\],32.98
rf.registers\[3\]\[1\],32.97
rf.registers\[17\]\[14\],32.94
rf.registers\[22\]\[14\],32.91
rf.registers\[14\]\[23\],32.895
rf.registers\[27\]\[0\],32.88
rf.registers\[19\]\[11\],32.8
rf.registers\[12\]\[21\],32.78
rf.registers\[10\]\[13\],32.69
rf.registers\[22\]\[8\],32.655
rf.registers\[30\]\[3\],32.52
_2553_,32.39
_2910_,32.36
rf.registers\[16\]\[1\],32.32
rf.registers\[16\]\[0\],32.3
rf.registers\[3\]\[30\],32.3
rf.registers\[14\]\[27\],32.29
rf.registers\[30\]\[7\],32.26
rf.registers\[26\]\[31\],32.23
rf.registers\[6\]\[26\],32.19
_2364_,32.18
net85,32.18
_2149_,32.16
rf.registers\[30\]\[25\],32.12
_1905_,32.08
rf.registers\[23\]\[21\],32.06
_2661_,31.9
rf.registers\[9\]\[23\],31.88
_2506_,31.87
rf.registers\[23\]\[18\],31.79
_2328_,31.78
rf.registers\[2\]\[21\],31.75
rf.registers\[29\]\[10\],31.66
rf.registers\[0\]\[1\],31.64
rf.registers\[4\]\[28\],31.58
_1093_,31.56
rf.registers\[24\]\[9\],31.56
rf.registers\[27\]\[21\],31.54
_2499_,31.51
rf.registers\[18\]\[29\],31.495
rf.registers\[28\]\[4\],31.48
net1064,31.48
_2443_,31.46
rf.registers\[18\]\[5\],31.44
_2656_,31.4
_3193_,31.38
rf.registers\[13\]\[0\],31.38
_1999_,31.36
rf.registers\[25\]\[21\],31.36
_2695_,31.34
_2903_,31.3
rf.registers\[31\]\[23\],31.3
rf.registers\[29\]\[28\],31.28
_2768_,31.25
_0345_,31.24
_2460_,31.2
net214,31.18
net722,31.16
rf.registers\[9\]\[10\],31.14
rf.registers\[21\]\[22\],31.12
_2830_,31.1
_0444_,31.065
_2927_,31.04
rf.registers\[12\]\[10\],31.02
_1661_,31
rf.registers\[10\]\[26\],30.995
rf.registers\[20\]\[4\],30.96
rf.registers\[16\]\[6\],30.92
rf.registers\[17\]\[11\],30.92
rf.registers\[12\]\[23\],30.89
_2320_,30.86
_2316_,30.84
rf.registers\[28\]\[5\],30.84
rf.registers\[23\]\[2\],30.78
rf.registers\[27\]\[5\],30.76
_1368_,30.72
net561,30.7
rf.registers\[22\]\[0\],30.655
_4121_,30.64
net746,30.62
_2892_,30.6
rf.registers\[0\]\[29\],30.6
net1090,30.6
rf.registers\[30\]\[27\],30.57
rf.registers\[13\]\[17\],30.56
rf.registers\[26\]\[1\],30.54
_2915_,30.46
rf.registers\[21\]\[15\],30.46
rf.registers\[24\]\[4\],30.445
rf.registers\[19\]\[13\],30.42
rf.registers\[26\]\[0\],30.41
rf.registers\[13\]\[4\],30.4
rf.registers\[15\]\[28\],30.38
_3813_,30.36
rf.registers\[2\]\[19\],30.355
rf.registers\[12\]\[6\],30.34
rf.registers\[24\]\[21\],30.26
rf.registers\[25\]\[8\],30.26
rf.registers\[29\]\[18\],30.24
_2546_,30.2
rf.registers\[19\]\[30\],30.2
rf.registers\[5\]\[25\],30.18
rf.registers\[7\]\[24\],30.16
rf.registers\[8\]\[7\],30.14
_2601_,30.12
rf.registers\[19\]\[21\],30.12
rf.registers\[29\]\[3\],30.12
rf.registers\[20\]\[11\],30.1
rf.registers\[20\]\[23\],30.08
_0145_,30.06
_2291_,30.04
rf.registers\[10\]\[31\],30.03
_1343_,30.02
_2355_,30.02
rf.registers\[26\]\[10\],29.985
rf.registers\[0\]\[14\],29.98
rf.registers\[25\]\[4\],29.98
rf.registers\[13\]\[15\],29.92
rf.registers\[15\]\[6\],29.92
rf.registers\[5\]\[23\],29.9
_1533_,29.86
rf.registers\[11\]\[27\],29.84
rf.registers\[14\]\[13\],29.835
_2555_,29.82
_2385_,29.74
rf.registers\[5\]\[28\],29.74
_2862_,29.7
_1374_,29.66
_2475_,29.66
rf.registers\[27\]\[14\],29.66
_2184_,29.64
rf.registers\[25\]\[26\],29.64
_1788_,29.62
_2461_,29.58
rf.registers\[30\]\[8\],29.535
rf.registers\[17\]\[10\],29.52
rf.registers\[2\]\[8\],29.515
_2871_,29.5
_4145_,29.48
rf.registers\[24\]\[5\],29.44
_2416_,29.42
_2896_,29.38
rf.registers\[18\]\[1\],29.37
rf.registers\[28\]\[20\],29.34
rf.registers\[24\]\[15\],29.31
rf.registers\[29\]\[27\],29.28
rf.registers\[11\]\[0\],29.26
rf.registers\[22\]\[23\],29.25
rf.registers\[1\]\[15\],29.21
rf.registers\[14\]\[11\],29.175
rf.registers\[20\]\[26\],29.17
rf.registers\[31\]\[6\],29.1
rf.registers\[9\]\[17\],29.1
_1075_,29.08
_3496_,29.06
_2106_,29.04
_2885_,29.04
rf.registers\[9\]\[6\],29
_3034_,28.96
rf.registers\[21\]\[12\],28.92
rf.registers\[31\]\[21\],28.92
_2668_,28.9
_4009_,28.88
rf.registers\[5\]\[27\],28.88
_0346_,28.865
_2943_,28.86
_2687_,28.85
_2824_,28.845
rf.registers\[28\]\[15\],28.79
rf.registers\[22\]\[11\],28.765
rf.registers\[15\]\[5\],28.76
rf.registers\[17\]\[1\],28.74
rf.registers\[21\]\[0\],28.74
net130,28.7
rf.registers\[29\]\[2\],28.68
_1937_,28.66
rf.registers\[25\]\[31\],28.66
_3098_,28.64
rf.registers\[27\]\[9\],28.62
rf.registers\[12\]\[29\],28.6
rf.registers\[22\]\[12\],28.59
rf.registers\[28\]\[27\],28.58
rf.registers\[26\]\[14\],28.57
