net,length_um
rf.registers\[25\]\[6\],28.71
rf.registers\[29\]\[27\],28.69
rf.registers\[23\]\[23\],28.66
_4102_,28.64
_2075_,28.62
rf.registers\[21\]\[12\],28.62
rf.registers\[27\]\[14\],28.62
rf.registers\[10\]\[25\],28.535
rf.registers\[25\]\[27\],28.52
rf.registers\[20\]\[9\],28.51
_1139_,28.5
_2522_,28.5
_2396_,28.48
rf.registers\[28\]\[24\],28.48
rf.registers\[30\]\[24\],28.455
rf.registers\[2\]\[30\],28.43
rf.registers\[17\]\[26\],28.42
rf.registers\[20\]\[15\],28.42
_2012_,28.4
rf.registers\[11\]\[30\],28.38
rf.registers\[20\]\[4\],28.34
_3632_,28.26
rf.registers\[12\]\[3\],28.24
_2719_,28.22
rf.registers\[19\]\[30\],28.2
rf.registers\[7\]\[26\],28.2
_1761_,28.16
rf.registers\[1\]\[2\],28.12
rf.registers\[21\]\[26\],28.12
rf.registers\[24\]\[6\],28.09
rf.registers\[5\]\[25\],28.08
rf.registers\[7\]\[23\],28.035
_1305_,28.02
_1386_,27.96
rf.registers\[0\]\[27\],27.96
rf.registers\[0\]\[10\],27.94
rf.registers\[8\]\[8\],27.94
rf.registers\[24\]\[17\],27.92
_1649_,27.9
rf.registers\[0\]\[15\],27.9
rf.registers\[27\]\[27\],27.9
rf.registers\[26\]\[2\],27.83
rf.registers\[26\]\[11\],27.785
rf.registers\[4\]\[20\],27.78
rf.registers\[26\]\[13\],27.755
rf.registers\[31\]\[1\],27.755
rf.registers\[22\]\[27\],27.74
rf.registers\[5\]\[29\],27.74
_1747_,27.72
_1022_,27.705
rf.registers\[27\]\[22\],27.7
_4115_,27.68
net799,27.66
net95,27.645
net680,27.64
_0981_,27.625
rf.registers\[1\]\[11\],27.62
_1636_,27.6
rf.registers\[19\]\[15\],27.59
_2609_,27.56
_2098_,27.54
rf.registers\[29\]\[28\],27.52
rf.registers\[8\]\[23\],27.5
rf.registers\[4\]\[16\],27.48
rf.registers\[26\]\[5\],27.45
_1595_,27.44
rf.registers\[17\]\[6\],27.42
net962,27.42
rf.registers\[30\]\[22\],27.38
_1650_,27.37
rf.registers\[24\]\[18\],27.36
_1885_,27.32
rf.registers\[28\]\[23\],27.32
rf.registers\[16\]\[23\],27.28
_1253_,27.26
_2748_,27.24
_2037_,27.23
rf.registers\[28\]\[5\],27.22
_3175_,27.2
rf.registers\[20\]\[26\],27.2
_2662_,27.18
rf.registers\[10\]\[0\],27.175
rf.registers\[2\]\[15\],27.145
rf.registers\[0\]\[4\],27.14
rf.registers\[31\]\[13\],27.14
rf.registers\[28\]\[25\],27.12
_1934_,27.1
rf.registers\[2\]\[1\],27.095
rf.registers\[15\]\[17\],27.06
rf.registers\[27\]\[16\],27.03
rf.registers\[6\]\[16\],27.03
rf.registers\[5\]\[0\],27.02
_2754_,26.92
rf.registers\[24\]\[9\],26.88
_2161_,26.86
rf.registers\[11\]\[15\],26.86
_2892_,26.82
_4006_,26.82
rf.registers\[6\]\[29\],26.805
_0642_,26.785
rf.registers\[7\]\[19\],26.78
_3245_,26.76
_2562_,26.74
rf.registers\[29\]\[13\],26.74
rf.registers\[11\]\[2\],26.68
rf.registers\[15\]\[5\],26.68
_3338_,26.66
rf.registers\[30\]\[7\],26.655
_1397_,26.64
rf.registers\[18\]\[21\],26.625
rf.registers\[22\]\[14\],26.625
net911,26.62
rf.registers\[16\]\[21\],26.6
net1063,26.6
_2213_,26.57
_2406_,26.56
rf.registers\[1\]\[31\],26.54
_4210_,26.5
rf.registers\[9\]\[27\],26.5
_2752_,26.48
rf.registers\[29\]\[14\],26.48
rf.registers\[4\]\[2\],26.48
rf.registers\[18\]\[27\],26.465
rf.registers\[4\]\[6\],26.44
net668,26.42
_1451_,26.4
_2973_,26.4
_0124_,26.38
rf.registers\[20\]\[12\],26.38
rf.registers\[11\]\[22\],26.36
rf.registers\[15\]\[14\],26.34
rf.registers\[8\]\[11\],26.32
rf.registers\[10\]\[22\],26.31
rf.registers\[11\]\[3\],26.3
rf.registers\[15\]\[31\],26.28
rf.registers\[11\]\[26\],26.26
_0022_,26.245
rf.registers\[3\]\[17\],26.24
rf.registers\[28\]\[27\],26.17
net995,26.16
_2674_,26.14
rf.registers\[15\]\[10\],26.14
rf.registers\[1\]\[19\],26.14
rf.registers\[12\]\[10\],26.11
_2490_,26.1
rf.registers\[19\]\[20\],26.1
rf.registers\[31\]\[16\],26.1
_2223_,26.08
rf.registers\[27\]\[0\],26.08
rf.registers\[27\]\[31\],26.08
rf.registers\[0\]\[31\],26.06
rf.registers\[31\]\[0\],26.06
rf.registers\[22\]\[23\],26.045
rf.registers\[18\]\[5\],26.035
_2473_,26.02
_2812_,26.02
rf.registers\[9\]\[5\],26.02
rf.registers\[23\]\[17\],26
rf.registers\[20\]\[10\],25.94
rf.registers\[29\]\[8\],25.9
rf.registers\[14\]\[8\],25.895
rf.registers\[16\]\[16\],25.88
_1309_,25.86
rf.registers\[29\]\[17\],25.84
_2041_,25.82
_3272_,25.82
_3953_,25.82
_2680_,25.8
_0838_,25.78
_3285_,25.76
rf.registers\[11\]\[12\],25.76
rf.registers\[19\]\[17\],25.76
rf.registers\[22\]\[6\],25.725
_2903_,25.72
rf.registers\[26\]\[24\],25.72
_2214_,25.68
_1347_,25.64
rf.registers\[14\]\[31\],25.615
rf.registers\[27\]\[24\],25.6
rf.registers\[17\]\[13\],25.58
rf.registers\[23\]\[13\],25.58
rf.registers\[31\]\[9\],25.58
rf.registers\[19\]\[29\],25.56
rf.registers\[21\]\[19\],25.56
rf.registers\[21\]\[20\],25.56
rf.registers\[8\]\[6\],25.56
rf.registers\[9\]\[3\],25.56
_2848_,25.55
rf.registers\[30\]\[0\],25.55
rf.registers\[8\]\[27\],25.54
net734,25.54
rf.registers\[22\]\[2\],25.51
_2184_,25.5
rf.registers\[11\]\[7\],25.5
rf.registers\[17\]\[31\],25.5
rf.registers\[10\]\[7\],25.49
_1444_,25.48
_2364_,25.46
net1103,25.44
rf.registers\[29\]\[18\],25.4
net1117,25.38
rf.registers\[30\]\[12\],25.35
rf.registers\[30\]\[29\],25.34
rf.registers\[8\]\[13\],25.32
_2115_,25.28
rf.registers\[25\]\[11\],25.28
rf.registers\[2\]\[8\],25.275
rf.registers\[8\]\[15\],25.26
rf.registers\[29\]\[25\],25.24
_1081_,25.22
rf.registers\[15\]\[22\],25.22
_1123_,25.2
rf.registers\[11\]\[23\],25.2
rf.registers\[19\]\[28\],25.2
rf.registers\[23\]\[7\],25.18
rf.registers\[3\]\[29\],25.18
rf.registers\[1\]\[9\],25.16
rf.registers\[8\]\[9\],25.16
_1063_,25.14
net1049,25.14
rf.registers\[24\]\[10\],25.12
rf.registers\[30\]\[15\],25.11
rf.registers\[12\]\[24\],25.1
rf.registers\[21\]\[17\],25.1
_1479_,25.04
rf.registers\[8\]\[20\],25.02
rf.registers\[31\]\[25\],25.015
rf.registers\[10\]\[9\],24.985
_3306_,24.96
rf.registers\[12\]\[1\],24.96
rf.registers\[19\]\[9\],24.96
rf.registers\[0\]\[3\],24.94
_1355_,24.92
rf.registers\[2\]\[12\],24.905
rf.registers\[3\]\[12\],24.9
net681,24.9
_2048_,24.88
_2990_,24.88
rf.registers\[9\]\[4\],24.88
rf.registers\[3\]\[4\],24.86
_2703_,24.84
_2806_,24.84
_3410_,24.84
rf.registers\[0\]\[2\],24.82
rf.registers\[21\]\[11\],24.76
rf.registers\[5\]\[5\],24.76
rf.registers\[24\]\[29\],24.74
rf.registers\[29\]\[9\],24.74
_1753_,24.72
_2900_,24.72
_2021_,24.7
_1094_,24.68
_2369_,24.68
rf.registers\[14\]\[27\],24.675
rf.registers\[14\]\[28\],24.67
_2573_,24.64
rf.registers\[21\]\[22\],24.64
rf.registers\[19\]\[16\],24.6
rf.registers\[19\]\[2\],24.6
_1328_,24.58
_3813_,24.58
_1577_,24.56
_1804_,24.56
rf.registers\[28\]\[28\],24.56
_2456_,24.54
net900,24.54
_2344_,24.52
rf.registers\[19\]\[7\],24.48
rf.registers\[27\]\[6\],24.48
net509,24.48
rf.registers\[21\]\[23\],24.47
net1112,24.46
rf.registers\[26\]\[21\],24.445
_1868_,24.44
_2491_,24.44
_2932_,24.44
_4159_,24.44
rf.registers\[29\]\[22\],24.44
rf.registers\[8\]\[26\],24.44
rf.registers\[14\]\[17\],24.435
rf.registers\[25\]\[22\],24.4
rf.registers\[22\]\[18\],24.39
_1541_,24.36
rf.registers\[11\]\[14\],24.36
rf.registers\[13\]\[25\],24.34
_3553_,24.31
_1069_,24.26
rf.registers\[30\]\[20\],24.25
net973,24.24
rf.registers\[16\]\[26\],24.22
rf.registers\[21\]\[14\],24.22
rf.registers\[29\]\[7\],24.22
rf.registers\[12\]\[17\],24.18
rf.registers\[27\]\[10\],24.14
_3091_,24.12
rf.registers\[27\]\[23\],24.1
rf.registers\[14\]\[0\],24.08
_2929_,24.06
rf.registers\[21\]\[0\],24.06
rf.registers\[25\]\[31\],24.06
rf.registers\[12\]\[18\],24.04
rf.registers\[27\]\[18\],24.04
rf.registers\[13\]\[24\],24.02
rf.registers\[15\]\[15\],24.02
rf.registers\[6\]\[26\],23.995
rf.registers\[18\]\[7\],23.99
rf.registers\[14\]\[24\],23.985
_1098_,23.96
rf.registers\[13\]\[4\],23.96
rf.registers\[16\]\[18\],23.96
rf.registers\[15\]\[18\],23.94
rf.registers\[20\]\[3\],23.94
rf.registers\[30\]\[31\],23.93
rf.registers\[18\]\[26\],23.925
rf.registers\[26\]\[0\],23.925
_2225_,23.92
rf.registers\[3\]\[13\],23.84
_1441_,23.825
rf.registers\[30\]\[11\],23.825
rf.registers\[16\]\[13\],23.82
rf.registers\[26\]\[17\],23.805
_1116_,23.8
_2512_,23.8
_1656_,23.76
_2593_,23.745
_1960_,23.72
rf.registers\[11\]\[1\],23.72
_1368_,23.7
rf.registers\[4\]\[5\],23.68
WD3[15],23.67
_2571_,23.66
_2801_,23.66
rf.registers\[8\]\[21\],23.66
rf.registers\[1\]\[8\],23.64
rf.registers\[14\]\[1\],23.63
_1748_,23.62
rf.registers\[2\]\[2\],23.61
rf.registers\[1\]\[27\],23.6
rf.registers\[1\]\[4\],23.6
rf.registers\[27\]\[5\],23.6
rf.registers\[10\]\[31\],23.585
rf.registers\[14\]\[11\],23.585
_3667_,23.58
rf.registers\[22\]\[17\],23.575
_1299_,23.56
rf.registers\[16\]\[12\],23.56
rf.registers\[27\]\[8\],23.56
rf.registers\[2\]\[29\],23.55
_2549_,23.53
_3207_,23.52
net303,23.52
_1538_,23.51
_1296_,23.5
rf.registers\[15\]\[16\],23.5
rf.registers\[8\]\[30\],23.5
rf.registers\[16\]\[2\],23.48
_2310_,23.46
rf.registers\[18\]\[19\],23.46
rf.registers\[25\]\[23\],23.46
_2935_,23.44
_3196_,23.42
rf.registers\[24\]\[19\],23.42
rf.registers\[7\]\[22\],23.4
_2778_,23.395
rf.registers\[18\]\[13\],23.375
rf.registers\[27\]\[17\],23.36
rf.registers\[14\]\[16\],23.335
rf.registers\[11\]\[9\],23.3
rf.registers\[21\]\[18\],23.3
rf.registers\[25\]\[9\],23.28
rf.registers\[14\]\[18\],23.275
rf.registers\[26\]\[12\],23.27
rf.registers\[12\]\[7\],23.26
rf.registers\[11\]\[18\],23.24
rf.registers\[23\]\[27\],23.23
rf.registers\[0\]\[20\],23.22
rf.registers\[12\]\[19\],23.22
rf.registers\[24\]\[3\],23.22
rf.registers\[25\]\[14\],23.22
_3766_,23.2
net1108,23.2
rf.registers\[25\]\[16\],23.16
rf.registers\[23\]\[31\],23.14
rf.registers\[28\]\[21\],23.14
_0813_,23.12
_2649_,23.12
_2768_,23.12
rf.registers\[16\]\[28\],23.12
net442,23.12
rf.registers\[19\]\[6\],23.1
rf.registers\[21\]\[31\],23.1
rf.registers\[2\]\[24\],23.1
rf.registers\[2\]\[13\],23.085
_3318_,23.08
rf.registers\[22\]\[28\],23.07
_3020_,23.06
_1379_,23.04
_2393_,23.04
rf.registers\[23\]\[30\],23.02
rf.registers\[2\]\[17\],23.01
net1159,23
rf.registers\[14\]\[19\],22.995
rf.registers\[6\]\[30\],22.99
_1484_,22.98
rf.registers\[13\]\[2\],22.98
rf.registers\[28\]\[6\],22.98
rf.registers\[28\]\[10\],22.96
_2261_,22.94
_2725_,22.94
rf.registers\[8\]\[14\],22.94
rf.registers\[20\]\[17\],22.92
rf.registers\[7\]\[12\],22.92
net133,22.92
_3978_,22.9
rf.registers\[11\]\[5\],22.9
_0666_,22.885
rf.registers\[3\]\[8\],22.88
rf.registers\[28\]\[0\],22.86
rf.registers\[31\]\[7\],22.86
_2885_,22.84
rf.registers\[20\]\[30\],22.84
_2713_,22.82
_3832_,22.82
rf.registers\[3\]\[14\],22.82
rf.registers\[6\]\[11\],22.81
rf.registers\[14\]\[29\],22.79
rf.registers\[7\]\[0\],22.78
net1021,22.78
rf.registers\[12\]\[26\],22.76
rf.registers\[3\]\[31\],22.76
rf.registers\[10\]\[11\],22.75
rf.registers\[7\]\[18\],22.7
rf.registers\[20\]\[27\],22.68
_1730_,22.66
rf.registers\[0\]\[1\],22.66
rf.registers\[12\]\[12\],22.66
rf.registers\[19\]\[4\],22.66
rf.registers\[18\]\[29\],22.65
rf.registers\[11\]\[17\],22.64
rf.registers\[17\]\[23\],22.64
rf.registers\[24\]\[27\],22.64
rf.registers\[5\]\[30\],22.64
_1886_,22.62
rf.registers\[20\]\[11\],22.62
rf.registers\[22\]\[4\],22.615
_3153_,22.6
net169,22.6
_1821_,22.58
_3941_,22.56
rf.registers\[19\]\[5\],22.56
rf.registers\[16\]\[25\],22.54
_1323_,22.52
_2608_,22.52
rf.registers\[19\]\[1\],22.52
net765,22.52
rf.registers\[28\]\[1\],22.5
_3208_,22.48
rf.registers\[3\]\[26\],22.48
rf.registers\[2\]\[22\],22.45
rf.registers\[11\]\[16\],22.44
rf.registers\[27\]\[26\],22.44
rf.registers\[8\]\[31\],22.44
_0653_,22.435
rf.registers\[12\]\[2\],22.4
_1573_,22.38
_2660_,22.38
rf.registers\[20\]\[22\],22.38
rf.registers\[3\]\[18\],22.38
rf.registers\[5\]\[1\],22.38
_1346_,22.36
net238,22.36
rf.registers\[31\]\[24\],22.32
_1683_,22.3
_2005_,22.3
_0865_,22.285
_1794_,22.28
_2462_,22.28
_2368_,22.26
rf.registers\[1\]\[16\],22.24
rf.registers\[21\]\[4\],22.24
rf.registers\[25\]\[24\],22.22
rf.registers\[0\]\[14\],22.2
rf.registers\[28\]\[9\],22.18
rf.registers\[22\]\[15\],22.15
net676,22.1
rf.registers\[18\]\[17\],22.08
_1827_,22.04
rf.registers\[29\]\[11\],22.04
_2669_,22.02
_3001_,22
rf.registers\[21\]\[13\],22
rf.registers\[21\]\[21\],22
rf.registers\[4\]\[10\],22
rf.registers\[28\]\[22\],21.98
_2859_,21.96
rf.registers\[7\]\[1\],21.96
rf.registers\[22\]\[1\],21.95
rf.registers\[30\]\[28\],21.95
_3760_,21.94
_1980_,21.92
rf.registers\[28\]\[8\],21.92
rf.registers\[10\]\[8\],21.915
rf.registers\[31\]\[2\],21.88
rf.registers\[21\]\[7\],21.86
rf.registers\[26\]\[4\],21.855
rf.registers\[2\]\[4\],21.845
rf.registers\[2\]\[25\],21.83
_3271_,21.8
_1418_,21.78
_1449_,21.78
rf.registers\[7\]\[13\],21.76
net861,21.76
rf.registers\[1\]\[23\],21.74
_2127_,21.7
_2638_,21.7
_3176_,21.7
rf.registers\[1\]\[25\],21.7
rf.registers\[24\]\[11\],21.7
_3171_,21.69
net97,21.68
rf.registers\[2\]\[3\],21.675
rf.registers\[4\]\[15\],21.66
_4064_,21.64
rf.registers\[6\]\[17\],21.63
_2295_,21.62
rf.registers\[20\]\[14\],21.62
net696,21.62
rf.registers\[6\]\[5\],21.615
rf.registers\[11\]\[20\],21.6
rf.registers\[15\]\[2\],21.6
rf.registers\[6\]\[14\],21.595
rf.registers\[3\]\[1\],21.58
rf.registers\[5\]\[4\],21.58
_2948_,21.54
rf.registers\[17\]\[27\],21.54
rf.registers\[3\]\[16\],21.52
rf.registers\[3\]\[22\],21.52
rf.registers\[19\]\[13\],21.5
_1114_,21.48
_2515_,21.48
_3302_,21.47
_1922_,21.46
rf.registers\[17\]\[11\],21.46
rf.registers\[4\]\[11\],21.46
net889,21.46
rf.registers\[26\]\[18\],21.455
rf.registers\[27\]\[4\],21.43
rf.registers\[11\]\[21\],21.42
rf.registers\[23\]\[5\],21.42
rf.registers\[14\]\[6\],21.39
rf.registers\[30\]\[8\],21.39
rf.registers\[18\]\[6\],21.37
_1319_,21.36
_2789_,21.36
rf.registers\[24\]\[23\],21.36
net749,21.36
net1149,21.36
_1664_,21.34
rf.registers\[0\]\[17\],21.34
rf.registers\[24\]\[28\],21.34
rf.registers\[2\]\[28\],21.335
rf.registers\[14\]\[25\],21.33
rf.registers\[17\]\[1\],21.32
rf.registers\[17\]\[17\],21.3
rf.registers\[9\]\[1\],21.28
rf.registers\[0\]\[6\],21.26
rf.registers\[26\]\[10\],21.205
net840,21.2
rf.registers\[15\]\[28\],21.14
rf.registers\[1\]\[17\],21.14
_1177_,21.12
_1864_,21.12
_2272_,21.12
rf.registers\[1\]\[20\],21.12
rf.registers\[12\]\[11\],21.1
_2776_,21.08
_1909_,21.06
rf.registers\[4\]\[19\],21.06
_1419_,21.05
rf.registers\[5\]\[28\],21.05
rf.registers\[29\]\[21\],21.04
rf.registers\[13\]\[7\],21.02
rf.registers\[21\]\[16\],21.02
_2413_,21
rf.registers\[0\]\[11\],20.92
rf.registers\[31\]\[20\],20.92
rf.registers\[3\]\[11\],20.92
rf.registers\[16\]\[11\],20.9
net869,20.9
rf.registers\[18\]\[4\],20.89
rf.registers\[4\]\[0\],20.88
_2277_,20.86
rf.registers\[29\]\[29\],20.86
rf.registers\[4\]\[31\],20.86
_2084_,20.84
_2714_,20.82
rf.registers\[17\]\[8\],20.82
rf.registers\[4\]\[3\],20.82
rf.registers\[9\]\[28\],20.82
_2409_,20.8
_2911_,20.8
rf.registers\[26\]\[9\],20.785
rf.registers\[3\]\[25\],20.78
_2152_,20.76
rf.registers\[0\]\[13\],20.75
rf.registers\[8\]\[22\],20.75
rf.registers\[31\]\[10\],20.72
_1599_,20.7
_3515_,20.7
_2509_,20.68
net807,20.68
_3868_,20.66
rf.registers\[19\]\[31\],20.66
_2535_,20.64
rf.registers\[10\]\[13\],20.625
_1132_,20.62
rf.registers\[13\]\[5\],20.62
rf.registers\[15\]\[23\],20.62
rf.registers\[24\]\[30\],20.62
_0614_,20.605
rf.registers\[10\]\[12\],20.6
rf.registers\[17\]\[10\],20.6
rf.registers\[14\]\[15\],20.59
_0185_,20.585
_2805_,20.58
rf.registers\[5\]\[16\],20.58
rf.registers\[22\]\[7\],20.575
_0602_,20.565
rf.registers\[6\]\[23\],20.55
rf.registers\[24\]\[21\],20.54
rf.registers\[5\]\[2\],20.54
_1502_,20.52
rf.registers\[28\]\[11\],20.52
rf.registers\[7\]\[16\],20.52
_2479_,20.5
rf.registers\[23\]\[1\],20.5
rf.registers\[29\]\[4\],20.48
rf.registers\[26\]\[7\],20.455
_1833_,20.44
rf.registers\[13\]\[1\],20.44
rf.registers\[17\]\[18\],20.44
rf.registers\[18\]\[25\],20.41
rf.registers\[29\]\[30\],20.4
rf.registers\[18\]\[3\],20.39
_1698_,20.36
_0334_,20.345
_0568_,20.345
_0890_,20.345
_2243_,20.34
_2466_,20.34
net415,20.34
rf.registers\[14\]\[7\],20.33
_1983_,20.32
rf.registers\[24\]\[24\],20.32
net1086,20.32
_2273_,20.3
rf.registers\[25\]\[3\],20.3
rf.registers\[23\]\[6\],20.28
rf.registers\[7\]\[3\],20.26
rf.registers\[14\]\[2\],20.255
rf.registers\[13\]\[31\],20.24
rf.registers\[25\]\[5\],20.24
net1118,20.24
_2830_,20.22
_0312_,20.2
rf.registers\[20\]\[21\],20.2
_0854_,20.185
rf.registers\[15\]\[8\],20.18
net718,20.18
_0909_,20.175
rf.registers\[12\]\[25\],20.16
rf.registers\[1\]\[24\],20.16
rf.registers\[22\]\[30\],20.155
rf.registers\[25\]\[17\],20.14
rf.registers\[14\]\[13\],20.13
rf.registers\[15\]\[24\],20.12
rf.registers\[25\]\[4\],20.12
net662,20.12
rf.registers\[16\]\[17\],20.11
_2777_,20.1
rf.registers\[3\]\[27\],20.08
rf.registers\[21\]\[1\],20.06
net596,20.06
net781,20.06
rf.registers\[12\]\[8\],20.04
rf.registers\[13\]\[13\],20.04
rf.registers\[23\]\[26\],20.04
_1627_,20
rf.registers\[9\]\[15\],20
rf.registers\[30\]\[14\],19.99
_2699_,19.98
net490,19.98
_0346_,19.965
rf.registers\[30\]\[1\],19.965
rf.registers\[22\]\[20\],19.95
_0460_,19.945
_1835_,19.94
_3121_,19.94
rf.registers\[16\]\[10\],19.94
rf.registers\[23\]\[15\],19.94
_2891_,19.92
rf.registers\[10\]\[20\],19.92
rf.registers\[31\]\[30\],19.92
net641,19.9
net1131,19.9
rf.registers\[10\]\[1\],19.89
_1407_,19.88
rf.registers\[29\]\[1\],19.88
_1292_,19.86
net644,19.86
rf.registers\[6\]\[28\],19.845
net918,19.84
rf.registers\[16\]\[4\],19.82
rf.registers\[17\]\[4\],19.82
_0023_,19.8
rf.registers\[20\]\[0\],19.8
_2209_,19.78
rf.registers\[12\]\[13\],19.78
rf.registers\[15\]\[9\],19.78
net805,19.78
net808,19.78
rf.registers\[10\]\[5\],19.775
_2237_,19.76
_2641_,19.74
rf.registers\[2\]\[16\],19.73
_0619_,19.725
_1068_,19.7
rf.registers\[0\]\[12\],19.7
rf.registers\[1\]\[0\],19.7
_0216_,19.695
rf.registers\[17\]\[3\],19.68
_0283_,19.66
_2734_,19.66
rf.registers\[17\]\[25\],19.66
rf.registers\[24\]\[22\],19.66
rf.registers\[8\]\[29\],19.66
_3431_,19.64
rf.registers\[13\]\[0\],19.6
rf.registers\[18\]\[1\],19.55
_1765_,19.52
_2790_,19.52
_2952_,19.52
_4213_,19.52
rf.registers\[13\]\[27\],19.52
_2157_,19.5
_1395_,19.48
rf.registers\[5\]\[8\],19.48
rf.registers\[8\]\[10\],19.47
_0438_,19.46
rf.registers\[11\]\[28\],19.46
rf.registers\[12\]\[0\],19.44
rf.registers\[20\]\[31\],19.44
rf.registers\[6\]\[1\],19.435
rf.registers\[0\]\[30\],19.42
rf.registers\[1\]\[12\],19.42
rf.registers\[2\]\[10\],19.42
rf.registers\[7\]\[20\],19.42
_1592_,19.4
_1663_,19.4
_1990_,19.4
rf.registers\[22\]\[5\],19.385
_2808_,19.38
rf.registers\[1\]\[13\],19.38
rf.registers\[28\]\[2\],19.38
rf.registers\[5\]\[6\],19.36
rf.registers\[6\]\[4\],19.35
_2008_,19.34
rf.registers\[15\]\[12\],19.34
rf.registers\[9\]\[19\],19.34
_1358_,19.32
rf.registers\[14\]\[30\],19.31
_3389_,19.3
_1533_,19.28
rf.registers\[13\]\[28\],19.28
rf.registers\[16\]\[30\],19.28
rf.registers\[16\]\[31\],19.28
rf.registers\[1\]\[28\],19.28
rf.registers\[21\]\[5\],19.28
_1109_,19.24
rf.registers\[27\]\[20\],19.24
rf.registers\[10\]\[6\],19.215
rf.registers\[29\]\[3\],19.21
rf.registers\[6\]\[2\],19.21
rf.registers\[13\]\[20\],19.2
rf.registers\[29\]\[19\],19.2
rf.registers\[3\]\[24\],19.2
rf.registers\[3\]\[28\],19.2
net422,19.2
_1778_,19.18
rf.registers\[27\]\[9\],19.18
rf.registers\[10\]\[23\],19.175
rf.registers\[16\]\[14\],19.14
rf.registers\[30\]\[25\],19.135
rf.registers\[18\]\[20\],19.13
rf.registers\[26\]\[19\],19.115
_2987_,19.06
rf.registers\[13\]\[8\],19.04
rf.registers\[30\]\[17\],19.04
rf.registers\[31\]\[29\],19.04
_2107_,19.02
rf.registers\[24\]\[7\],19
rf.registers\[6\]\[27\],18.99
rf.registers\[15\]\[11\],18.98
rf.registers\[16\]\[5\],18.96
rf.registers\[19\]\[18\],18.96
net1025,18.94
_2820_,18.92
_1892_,18.9
rf.registers\[25\]\[12\],18.9
rf.registers\[10\]\[10\],18.895
rf.registers\[10\]\[17\],18.89
_2599_,18.88
rf.registers\[28\]\[14\],18.88
_2980_,18.86
rf.registers\[11\]\[25\],18.86
rf.registers\[15\]\[13\],18.86
_1757_,18.82
rf.registers\[17\]\[15\],18.82
rf.registers\[25\]\[19\],18.82
rf.registers\[9\]\[20\],18.82
rf.registers\[9\]\[22\],18.82
_0750_,18.805
_2617_,18.8
rf.registers\[21\]\[30\],18.8
_1785_,18.76
rf.registers\[10\]\[18\],18.755
_1945_,18.74
_2934_,18.74
rf.registers\[30\]\[26\],18.69
net864,18.68
_1926_,18.66
_3236_,18.62
_3385_,18.62
rf.registers\[2\]\[27\],18.61
rf.registers\[22\]\[8\],18.605
rf.registers\[7\]\[29\],18.6
_1914_,18.54
_4075_,18.54
rf.registers\[5\]\[15\],18.54
rf.registers\[14\]\[14\],18.53
_1620_,18.52
_2553_,18.52
_2539_,18.5
_3781_,18.5
rf.registers\[3\]\[30\],18.5
_2079_,18.48
rf.registers\[31\]\[27\],18.48
rf.registers\[4\]\[22\],18.46
_1547_,18.44
_1902_,18.44
_2977_,18.44
rf.registers\[29\]\[0\],18.44
_0712_,18.425
_3829_,18.42
_1602_,18.405
_1724_,18.4
_1749_,18.4
_1988_,18.4
_2054_,18.4
_3104_,18.4
_3354_,18.4
rf.registers\[4\]\[27\],18.4
_2506_,18.38
_4266_,18.36
rf.registers\[19\]\[11\],18.36
rf.registers\[27\]\[7\],18.36
rf.registers\[9\]\[10\],18.36
_0791_,18.325
net116,18.32
net648,18.32
_4104_,18.3
net826,18.3
_0237_,18.295
_1915_,18.28
_2121_,18.28
_2847_,18.28
_2910_,18.28
rf.registers\[11\]\[29\],18.28
rf.registers\[21\]\[27\],18.28
_2206_,18.26
rf.registers\[15\]\[0\],18.26
rf.registers\[6\]\[6\],18.255
_2068_,18.24
_3255_,18.24
rf.registers\[5\]\[12\],18.24
rf.registers\[7\]\[9\],18.2
rf.registers\[10\]\[29\],18.19
_1235_,18.18
_1961_,18.16
rf.registers\[23\]\[0\],18.16
_0199_,18.14
rf.registers\[20\]\[13\],18.12
rf.registers\[24\]\[4\],18.12
_2412_,18.1
rf.registers\[12\]\[20\],18.08
rf.registers\[24\]\[15\],18.08
_3984_,18.06
rf.registers\[12\]\[9\],18.06
net879,18.06
_0905_,18.055
rf.registers\[23\]\[10\],18.04
net337,18.04
rf.registers\[3\]\[5\],18.035
_2651_,18.02
net483,18.02
rf.registers\[30\]\[2\],18.005
rf.registers\[27\]\[13\],17.98
net434,17.98
_4082_,17.96
rf.registers\[16\]\[9\],17.95
rf.registers\[2\]\[14\],17.95
_2060_,17.94
_2451_,17.94
_2597_,17.94
_3756_,17.94
rf.registers\[5\]\[9\],17.94
net523,17.94
_3671_,17.92
net1154,17.92
rf.registers\[24\]\[8\],17.9
rf.registers\[27\]\[12\],17.9
_2836_,17.88
rf.registers\[25\]\[30\],17.88
_2802_,17.84
rf.registers\[8\]\[25\],17.84
_2940_,17.82
rf.registers\[15\]\[26\],17.82
rf.registers\[20\]\[5\],17.82
_2869_,17.8
_2870_,17.8
net774,17.8
rf.registers\[1\]\[15\],17.78
_1500_,17.76
rf.registers\[15\]\[6\],17.76
net283,17.76
rf.registers\[5\]\[10\],17.72
rf.registers\[9\]\[25\],17.72
_3782_,17.7
_4118_,17.68
_4203_,17.68
rf.registers\[16\]\[3\],17.68
rf.registers\[1\]\[22\],17.68
net1102,17.68
_0574_,17.665
_0505_,17.66
_2745_,17.66
_0588_,17.645
rf.registers\[24\]\[16\],17.64
