net,length_um
rf.registers\[31\]\[11\],17.64
_3743_,17.62
rf.registers\[27\]\[2\],17.62
rf.registers\[14\]\[20\],17.61
rf.registers\[30\]\[27\],17.605
_2381_,17.6
_3775_,17.6
net619,17.58
_1357_,17.56
_3911_,17.56
_1624_,17.54
_3345_,17.54
_1439_,17.52
_2171_,17.52
_2809_,17.52
rf.registers\[19\]\[3\],17.52
rf.registers\[11\]\[8\],17.51
_1524_,17.5
rf.registers\[8\]\[19\],17.48
net467,17.46
rf.registers\[10\]\[15\],17.45
_2677_,17.44
rf.registers\[12\]\[29\],17.44
rf.registers\[19\]\[25\],17.44
rf.registers\[23\]\[3\],17.44
rf.registers\[26\]\[14\],17.395
_1813_,17.38
_3703_,17.36
rf.registers\[23\]\[18\],17.36
rf.registers\[8\]\[17\],17.36
net83,17.35
_2082_,17.34
net629,17.34
rf.registers\[19\]\[26\],17.32
_3592_,17.3
_0093_,17.285
rf.registers\[17\]\[22\],17.28
rf.registers\[8\]\[24\],17.28
_2247_,17.26
_1614_,17.24
_4181_,17.24
_1948_,17.22
_2901_,17.22
rf.registers\[13\]\[17\],17.22
net821,17.22
_2312_,17.19
rf.registers\[11\]\[0\],17.18
rf.registers\[1\]\[5\],17.18
net1128,17.18
rf.registers\[15\]\[27\],17.16
_1589_,17.14
net1026,17.14
rf.registers\[25\]\[8\],17.12
_2727_,17.1
rf.registers\[9\]\[17\],17.1
_2059_,17.08
_3094_,17.08
_3199_,17.08
rf.registers\[21\]\[8\],17.08
rf.registers\[30\]\[6\],17.07
rf.registers\[6\]\[20\],17.07
_0120_,17.045
_0923_,17.025
rf.registers\[6\]\[19\],17.025
_1846_,17.02
_2636_,17.02
_4022_,17.02
rf.registers\[28\]\[3\],17.02
_2100_,17
net294,17
_2889_,16.98
rf.registers\[29\]\[26\],16.98
_0672_,16.94
rf.registers\[23\]\[11\],16.94
rf.registers\[25\]\[15\],16.94
rf.registers\[14\]\[23\],16.93
_2320_,16.92
_4248_,16.92
rf.registers\[24\]\[31\],16.92
rf.registers\[9\]\[8\],16.92
rf.registers\[2\]\[11\],16.915
_2199_,16.9
_2897_,16.9
net207,16.9
_1120_,16.89
_2477_,16.88
rf.registers\[6\]\[15\],16.88
net131,16.86
_1454_,16.82
rf.registers\[13\]\[23\],16.82
_3690_,16.8
_4027_,16.8
rf.registers\[29\]\[16\],16.8
net378,16.8
_1661_,16.78
rf.registers\[5\]\[27\],16.78
rf.registers\[9\]\[0\],16.78
_1732_,16.76
_3445_,16.76
rf.registers\[21\]\[3\],16.76
rf.registers\[18\]\[10\],16.75
rf.registers\[31\]\[6\],16.74
_1303_,16.72
_1591_,16.72
_2287_,16.72
_0809_,16.705
rf.registers\[0\]\[5\],16.7
rf.registers\[15\]\[1\],16.7
rf.registers\[28\]\[30\],16.7
net222,16.7
_1459_,16.685
_2679_,16.68
rf.registers\[30\]\[16\],16.67
_2598_,16.66
_2465_,16.64
rf.registers\[27\]\[19\],16.62
net892,16.62
_3604_,16.6
rf.registers\[26\]\[20\],16.585
_0629_,16.58
_3731_,16.58
rf.registers\[10\]\[16\],16.57
_2334_,16.56
_0140_,16.54
_1888_,16.54
rf.registers\[29\]\[5\],16.52
rf.registers\[9\]\[18\],16.52
_1442_,16.5
net988,16.5
rf.registers\[5\]\[11\],16.49
_0581_,16.485
_1210_,16.46
_3634_,16.46
_2893_,16.44
_3225_,16.44
rf.registers\[31\]\[17\],16.44
net675,16.44
net942,16.44
net507,16.42
rf.registers\[22\]\[11\],16.41
_1662_,16.4
_2984_,16.4
rf.registers\[11\]\[6\],16.4
rf.registers\[13\]\[12\],16.4
net966,16.4
net1078,16.4
_1899_,16.38
_0105_,16.365
rf.registers\[26\]\[31\],16.365
_2875_,16.36
rf.registers\[31\]\[14\],16.36
_0171_,16.355
rf.registers\[6\]\[10\],16.35
_0951_,16.345
_2799_,16.34
rf.registers\[9\]\[11\],16.34
_3990_,16.32
rf.registers\[4\]\[9\],16.32
rf.registers\[7\]\[8\],16.32
_2094_,16.3
_3779_,16.3
rf.registers\[5\]\[31\],16.3
_1301_,16.28
_3525_,16.28
_4021_,16.26
net626,16.26
rf.registers\[26\]\[8\],16.25
rf.registers\[6\]\[8\],16.25
_1067_,16.22
_2168_,16.22
_3003_,16.22
rf.registers\[31\]\[18\],16.22
net89,16.22
net105,16.22
net1072,16.22
_2559_,16.2
_1159_,16.18
net990,16.18
_1405_,16.14
rf.registers\[4\]\[18\],16.14
net713,16.14
net730,16.14
net1004,16.14
_3943_,16.12
_0667_,16.105
_2087_,16.1
_2913_,16.1
rf.registers\[17\]\[16\],16.1
_3192_,16.08
net304,16.08
net365,16.08
rf.registers\[25\]\[26\],16.07
_1413_,16.06
rf.registers\[16\]\[19\],16.06
rf.registers\[28\]\[19\],16.06
net124,16.06
rf.registers\[2\]\[18\],16.05
_0556_,16.025
_2917_,16.02
rf.registers\[27\]\[28\],16.02
rf.registers\[9\]\[23\],16.02
_1406_,16
_1531_,16
rf.registers\[25\]\[28\],16
net711,16
_2194_,15.98
_1921_,15.96
net1017,15.96
_0049_,15.955
rf.registers\[18\]\[31\],15.95
_2109_,15.94
_2233_,15.94
rf.registers\[9\]\[7\],15.94
rf.registers\[16\]\[1\],15.92
rf.registers\[28\]\[17\],15.9
rf.registers\[8\]\[18\],15.88
_2285_,15.86
rf.registers\[12\]\[23\],15.86
rf.registers\[19\]\[27\],15.86
_1849_,15.84
_3243_,15.84
rf.registers\[0\]\[25\],15.84
net355,15.84
net218,15.82
rf.registers\[11\]\[13\],15.81
_1476_,15.8
_4005_,15.8
_4229_,15.78
_1033_,15.76
rf.registers\[27\]\[11\],15.76
_1580_,15.72
_2120_,15.72
_4265_,15.72
net827,15.72
_1633_,15.7
rf.registers\[14\]\[26\],15.69
_1129_,15.68
_1927_,15.68
rf.registers\[4\]\[8\],15.68
_3183_,15.64
_3415_,15.64
_4246_,15.64
rf.registers\[24\]\[5\],15.64
rf.registers\[9\]\[31\],15.64
net285,15.62
net674,15.62
_1387_,15.6
rf.registers\[9\]\[29\],15.6
net562,15.6
_0406_,15.585
_0761_,15.585
_3275_,15.58
_0001_,15.56
_1330_,15.56
_2759_,15.56
rf.registers\[2\]\[26\],15.55
_0395_,15.545
_2958_,15.54
net360,15.54
rf.registers\[1\]\[1\],15.52
rf.registers\[29\]\[6\],15.52
rf.registers\[8\]\[7\],15.52
_1507_,15.5
_1831_,15.5
rf.registers\[14\]\[9\],15.495
_2711_,15.48
rf.registers\[22\]\[16\],15.48
rf.registers\[24\]\[13\],15.48
rf.registers\[9\]\[13\],15.48
_0921_,15.475
_2537_,15.44
rf.registers\[23\]\[9\],15.44
rf.registers\[11\]\[24\],15.42
rf.registers\[12\]\[16\],15.42
rf.registers\[9\]\[12\],15.42
_2517_,15.38
_2738_,15.38
rf.registers\[2\]\[5\],15.38
_1910_,15.36
_3057_,15.34
rf.registers\[28\]\[31\],15.34
net1153,15.34
_3791_,15.32
rf.registers\[3\]\[20\],15.32
_1137_,15.3
_3148_,15.3
_1497_,15.28
_2959_,15.28
_1917_,15.26
_2683_,15.26
rf.registers\[21\]\[6\],15.26
rf.registers\[9\]\[24\],15.26
_3163_,15.24
_1465_,15.22
_1774_,15.22
_2481_,15.22
rf.registers\[28\]\[18\],15.22
rf.registers\[5\]\[13\],15.22
rf.registers\[8\]\[28\],15.22
_0143_,15.205
rf.registers\[20\]\[1\],15.2
rf.registers\[9\]\[9\],15.2
_0327_,15.185
rf.registers\[13\]\[3\],15.18
rf.registers\[23\]\[28\],15.18
_1659_,15.14
rf.registers\[22\]\[21\],15.14
rf.registers\[24\]\[0\],15.14
rf.registers\[25\]\[21\],15.14
_1709_,15.12
_2200_,15.12
_2709_,15.1
_2887_,15.1
net568,15.1
net755,15.1
net796,15.1
_1450_,15.08
_1472_,15.08
_2497_,15.08
_3589_,15.08
_4121_,15.08
rf.registers\[17\]\[21\],15.08
rf.registers\[21\]\[15\],15.08
rf.registers\[6\]\[7\],15.07
_0299_,15.06
_2307_,15.02
rf.registers\[29\]\[12\],15.02
rf.registers\[2\]\[20\],15.01
_2471_,15
net118,15
net651,15
net806,15
rf.registers\[30\]\[9\],14.985
_2294_,14.94
rf.registers\[24\]\[1\],14.94
rf.registers\[3\]\[23\],14.94
net671,14.94
_1391_,14.92
_3261_,14.92
_3858_,14.92
_3907_,14.92
_4189_,14.92
rf.registers\[0\]\[9\],14.92
_3131_,14.88
_3432_,14.88
rf.registers\[16\]\[20\],14.88
rf.registers\[7\]\[14\],14.88
_1746_,14.86
rf.registers\[4\]\[29\],14.84
_1134_,14.82
_2560_,14.82
_3684_,14.8
rf.registers\[8\]\[16\],14.8
_2867_,14.78
_3229_,14.76
_4085_,14.76
rf.registers\[24\]\[14\],14.76
net1136,14.76
rf.registers\[19\]\[21\],14.75
_2361_,14.74
_2804_,14.74
rf.registers\[20\]\[8\],14.72
rf.registers\[21\]\[28\],14.72
net698,14.72
_1086_,14.7
_1433_,14.7
_2162_,14.68
_2635_,14.68
rf.registers\[17\]\[28\],14.68
rf.registers\[25\]\[13\],14.68
rf.registers\[5\]\[23\],14.68
net893,14.68
rf.registers\[10\]\[14\],14.67
_0514_,14.655
_0738_,14.645
_3222_,14.64
_2022_,14.62
rf.registers\[0\]\[19\],14.6
rf.registers\[31\]\[23\],14.6
rf.registers\[9\]\[16\],14.6
net880,14.6
net1012,14.6
_0498_,14.585
_1825_,14.58
_2095_,14.58
_2854_,14.58
rf.registers\[16\]\[0\],14.58
_1365_,14.56
_0855_,14.545
rf.registers\[18\]\[9\],14.545
_3213_,14.54
_2230_,14.52
rf.registers\[13\]\[9\],14.52
_0685_,14.505
_1944_,14.5
_1989_,14.5
rf.registers\[7\]\[6\],14.5
rf.registers\[9\]\[21\],14.5
_1518_,14.49
_2448_,14.48
_3257_,14.48
_3789_,14.48
rf.registers\[6\]\[3\],14.475
rf.registers\[28\]\[16\],14.46
_0587_,14.425
_0470_,14.42
rf.registers\[4\]\[17\],14.42
_2543_,14.4
_2835_,14.4
_1157_,14.38
_3597_,14.38
_2684_,14.36
_3635_,14.36
net767,14.36
_0296_,14.355
_1564_,14.34
_3972_,14.34
_2072_,14.3
_2217_,14.3
rf.registers\[9\]\[26\],14.3
_1985_,14.28
_3204_,14.28
_3293_,14.28
_3685_,14.28
_1128_,14.26
_1483_,14.245
_1597_,14.24
_1644_,14.24
net611,14.22
net1105,14.22
_0401_,14.2
_1467_,14.2
_1545_,14.2
_1561_,14.2
_2283_,14.2
net931,14.2
_1099_,14.18
_2661_,14.18
rf.registers\[19\]\[19\],14.18
rf.registers\[29\]\[2\],14.18
_3809_,14.14
_0363_,14.12
_1504_,14.12
_3341_,14.12
net466,14.12
net930,14.12
_1278_,14.1
_3946_,14.1
_4051_,14.1
_2829_,14.08
net866,14.08
_0662_,14.065
rf.registers\[7\]\[5\],14.06
_1829_,14.04
_2514_,14.04
_3172_,14.04
rf.registers\[0\]\[23\],14.02
rf.registers\[5\]\[22\],14.02
rf.registers\[7\]\[27\],14.02
rf.registers\[7\]\[28\],14.02
_0341_,14.005
_1466_,14
_1635_,14
_2746_,14
_3968_,14
_0268_,13.985
rf.registers\[18\]\[2\],13.965
_1377_,13.96
_1608_,13.96
_1623_,13.96
_2298_,13.96
_3294_,13.96
_3343_,13.96
rf.registers\[18\]\[15\],13.955
_3652_,13.92
rf.registers\[12\]\[6\],13.92
_2016_,13.88
_2197_,13.88
_3482_,13.88
_3610_,13.86
_3914_,13.86
rf.registers\[5\]\[14\],13.84
net471,13.84
net615,13.84
_1229_,13.83
_0845_,13.825
_4263_,13.82
net239,13.82
_3080_,13.8
_3568_,13.8
_1621_,13.78
net939,13.78
_0353_,13.76
_2341_,13.76
_2633_,13.76
_0901_,13.745
_0994_,13.74
_2853_,13.74
rf.registers\[25\]\[0\],13.74
net373,13.74
net982,13.74
net1097,13.74
_2028_,13.72
_2632_,13.72
_2872_,13.72
rf.registers\[13\]\[30\],13.72
rf.registers\[8\]\[0\],13.72
_0962_,13.715
_1999_,13.7
net771,13.7
_1393_,13.68
net499,13.68
net659,13.66
net760,13.66
net999,13.66
_1682_,13.64
_3473_,13.62
_4172_,13.62
_4260_,13.62
rf.registers\[11\]\[11\],13.6
rf.registers\[7\]\[17\],13.59
_2511_,13.58
rf.registers\[13\]\[10\],13.58
net143,13.56
net180,13.56
_2840_,13.555
_1019_,13.545
_1715_,13.54
_2235_,13.54
_2325_,13.54
_3215_,13.54
_3382_,13.54
_3395_,13.54
_3750_,13.54
_4053_,13.54
_1979_,13.5
_2371_,13.5
rf.registers\[22\]\[26\],13.485
_3950_,13.48
rf.registers\[3\]\[15\],13.46
net185,13.46
net740,13.46
_1162_,13.44
net364,13.44
net1065,13.42
_0361_,13.415
_1485_,13.4
_2743_,13.4
_2909_,13.4
net578,13.4
net585,13.4
_0782_,13.385
_3672_,13.38
rf.registers\[28\]\[13\],13.38
_0313_,13.365
_3737_,13.36
rf.registers\[15\]\[29\],13.36
net531,13.36
_1947_,13.35
_1313_,13.34
_2124_,13.34
_3270_,13.34
rf.registers\[9\]\[14\],13.34
net1001,13.34
net1020,13.34
net569,13.32
net604,13.32
net935,13.32
_2783_,13.3
_3021_,13.3
rf.registers\[12\]\[14\],13.3
rf.registers\[17\]\[20\],13.3
rf.registers\[1\]\[18\],13.3
net477,13.28
net1134,13.28
_1297_,13.26
_1560_,13.24
_1251_,13.22
_1544_,13.22
_2017_,13.22
_2838_,13.22
rf.registers\[19\]\[10\],13.22
_2429_,13.18
net548,13.18
rf.registers\[6\]\[18\],13.175
_1242_,13.16
_1423_,13.16
_2961_,13.16
_4125_,13.16
_0203_,13.155
rf.registers\[14\]\[12\],13.155
_0429_,13.145
_0934_,13.145
_2986_,13.14
rf.registers\[24\]\[20\],13.14
_0932_,13.125
_2262_,13.12
_3221_,13.12
_4026_,13.12
rf.registers\[1\]\[26\],13.12
rf.registers\[27\]\[15\],13.12
rf.registers\[5\]\[18\],13.12
_1924_,13.1
_2998_,13.1
_3687_,13.1
_0388_,13.085
_1468_,13.08
_1791_,13.08
_2433_,13.08
_2710_,13.08
_3488_,13.08
net393,13.08
net575,13.08
net1150,13.08
net1157,13.08
_2042_,13.04
_2505_,13.04
_2918_,13.04
_3161_,13.04
_3864_,13.04
net168,13.02
_0601_,13.005
_0749_,13
_2844_,13
_2857_,13
_3641_,13
net275,13
_0872_,12.985
net315,12.98
net1089,12.98
_4135_,12.96
_0517_,12.955
_0035_,12.945
_0534_,12.945
_3574_,12.94
_1342_,12.92
_1992_,12.92
_2126_,12.92
_2716_,12.92
_4131_,12.92
rf.registers\[17\]\[14\],12.92
_1294_,12.9
_2414_,12.88
_1338_,12.86
_1850_,12.86
_2877_,12.84
_4129_,12.84
_4225_,12.84
rf.registers\[12\]\[27\],12.84
rf.registers\[31\]\[12\],12.84
net1064,12.84
net702,12.82
_2391_,12.8
rf.registers\[7\]\[15\],12.8
net830,12.8
rf.registers\[18\]\[16\],12.795
_2143_,12.78
_0520_,12.76
rf.registers\[5\]\[19\],12.76
_0298_,12.755
_0021_,12.745
_1260_,12.74
_1461_,12.74
_2183_,12.74
_3265_,12.74
_3582_,12.74
net522,12.74
net978,12.74
_2915_,12.72
net598,12.72
_2164_,12.705
_1096_,12.7
_0305_,12.685
rf.registers\[30\]\[10\],12.685
_2332_,12.68
_0319_,12.665
_1332_,12.66
net110,12.66
net951,12.66
net929,12.64
net1168,12.64
_0578_,12.625
_1141_,12.62
_1548_,12.62
_1563_,12.62
_4117_,12.62
rf.registers\[23\]\[21\],12.62
net957,12.62
net695,12.6
rf.registers\[10\]\[27\],12.595
rf.registers\[2\]\[23\],12.59
_0795_,12.585
_0884_,12.585
rf.registers\[18\]\[8\],12.585
_2036_,12.58
_3151_,12.58
_4009_,12.58
_4195_,12.58
_4217_,12.56
_0673_,12.545
_0925_,12.545
_4039_,12.54
net305,12.54
_0897_,12.525
_3630_,12.52
_3678_,12.52
rf.registers\[8\]\[3\],12.52
net367,12.52
_1737_,12.5
_3181_,12.5
_3200_,12.5
_4187_,12.5
net411,12.5
net766,12.5
_1631_,12.48
_2402_,12.48
_3370_,12.48
net1166,12.48
rf.registers\[10\]\[30\],12.47
_2110_,12.46
_2360_,12.46
rf.registers\[17\]\[5\],12.46
_2642_,12.44
_1815_,12.42
rf.registers\[19\]\[14\],12.42
rf.registers\[20\]\[16\],12.42
net439,12.42
net780,12.42
net1031,12.42
_0157_,12.405
_0839_,12.4
_1349_,12.4
net536,12.4
net543,12.4
_3647_,12.38
rf.registers\[0\]\[22\],12.38
rf.registers\[23\]\[20\],12.38
net152,12.38
net427,12.38
_0094_,12.365
_2020_,12.36
_2905_,12.36
_2762_,12.34
_4079_,12.34
rf.registers\[15\]\[20\],12.34
rf.registers\[19\]\[8\],12.34
rf.registers\[7\]\[4\],12.34
net559,12.34
_0858_,12.325
_1284_,12.32
_1903_,12.32
_2339_,12.32
net1127,12.32
_0531_,12.3
_1554_,12.3
_2313_,12.28
_3867_,12.28
net488,12.26
_0957_,12.225
rf.registers\[7\]\[11\],12.22
net408,12.22
net667,12.22
WD3[12],12.21
_0999_,12.205
_1002_,12.205
_3220_,12.2
_3248_,12.2
_2843_,12.18
_3492_,12.18
_3573_,12.18
_3977_,12.18
_2866_,12.175
_0840_,12.165
_1818_,12.16
_3379_,12.16
_4105_,12.16
_0857_,12.145
net114,12.14
net512,12.14
_0253_,12.125
_0903_,12.125
_1630_,12.12
_1841_,12.1
_2989_,12.1
_3531_,12.1
_1320_,12.08
_1513_,12.08
_1790_,12.08
_1900_,12.08
_2264_,12.08
_3800_,12.08
_2226_,12.06
_2383_,12.06
_4062_,12.06
net155,12.06
net612,12.06
_0524_,12.045
_0940_,12.045
_1452_,12.04
_1470_,12.04
_1943_,12.04
_2030_,12.04
_2081_,12.04
_2695_,12.04
_2970_,12.04
_3730_,12.04
_3958_,12.04
_4003_,12.04
_1840_,12.02
_2822_,12.02
rf.registers\[4\]\[30\],12.02
_0071_,12.015
_1847_,12
net1104,12
_0259_,11.985
_2365_,11.98
_0621_,11.965
_2883_,11.96
net353,11.96
net617,11.96
net1129,11.94
_1030_,11.92
_1151_,11.92
_2089_,11.92
net372,11.9
net1052,11.88
_1817_,11.86
_1870_,11.86
_2816_,11.86
net967,11.86
_0445_,11.845
_1498_,11.84
_1997_,11.84
_2274_,11.84
_2792_,11.84
_4236_,11.84
_4163_,11.82
_1654_,11.78
_3520_,11.78
_1496_,11.76
rf.registers\[4\]\[13\],11.76
_1475_,11.74
_1491_,11.74
_3319_,11.74
rf.registers\[26\]\[28\],11.735
_1227_,11.72
_2763_,11.72
_3259_,11.72
net527,11.72
_0453_,11.705
_2813_,11.7
_3434_,11.7
_4091_,11.7
_4110_,11.7
_4114_,11.7
net691,11.7
net1055,11.7
net1098,11.7
_1486_,11.66
_4013_,11.66
_4113_,11.66
net872,11.66
_1514_,11.64
_2358_,11.64
_3347_,11.64
_3626_,11.64
_4037_,11.64
rf.registers\[25\]\[20\],11.64
_1062_,11.62
_1610_,11.62
_1742_,11.62
_1959_,11.62
_2774_,11.62
_3191_,11.62
_3336_,11.62
_3912_,11.62
_4059_,11.62
net335,11.62
net656,11.62
net940,11.62
_1530_,11.6
net815,11.6
_1153_,11.58
_1427_,11.58
_2532_,11.58
_2687_,11.58
_3159_,11.58
_4098_,11.58
_4250_,11.58
net1041,11.58
net715,11.57
_2538_,11.56
net388,11.56
net475,11.56
_0725_,11.545
rf.registers\[23\]\[19\],11.54
rf.registers\[7\]\[30\],11.54
net404,11.54
_0551_,11.525
net162,11.52
rf.registers\[18\]\[14\],11.515
_0393_,11.505
_2688_,11.5
rf.registers\[23\]\[16\],11.5
rf.registers\[28\]\[12\],11.5
rf.registers\[9\]\[30\],11.5
_0715_,11.48
_1076_,11.48
_2301_,11.48
_2979_,11.48
net307,11.48
net1045,11.48
net1067,11.48
_1275_,11.46
rf.registers\[31\]\[28\],11.46
_0698_,11.445
_0915_,11.445
net837,11.44
_2185_,11.42
_1367_,11.4
_3219_,11.4
rf.registers\[20\]\[6\],11.4
net473,11.4
_2259_,11.38
_2914_,11.36
net261,11.36
net489,11.36
_0439_,11.345
_0430_,11.325
_2289_,11.32
_2379_,11.3
rf.registers\[31\]\[8\],11.3
rf.registers\[18\]\[11\],11.29
_0452_,11.285
_1938_,11.28
_3251_,11.28
_3307_,11.28
_3748_,11.28
_3802_,11.28
_4179_,11.28
rf.registers\[13\]\[18\],11.28
net115,11.28
net677,11.28
_0041_,11.275
_0532_,11.265
_3313_,11.26
_0055_,11.245
_0060_,11.245
_0746_,11.245
_1095_,11.24
_1306_,11.24
_2862_,11.24
_4048_,11.24
net498,11.24
_2304_,11.22
_2770_,11.22
_2930_,11.22
_4170_,11.22
_0100_,11.205
_0249_,11.205
_1258_,11.2
_1755_,11.2
_2077_,11.2
_2321_,11.2
_2528_,11.2
_2721_,11.2
_3301_,11.2
_3322_,11.2
_1771_,11.18
rf.registers\[7\]\[7\],11.18
rf.registers\[26\]\[16\],11.175
_0174_,11.165
_0513_,11.165
_2290_,11.16
_3268_,11.16
_3579_,11.16
_3704_,11.16
_3812_,11.16
_0396_,11.145
_3096_,11.14
_3227_,11.14
_4164_,11.14
_2180_,11.12
_3247_,11.12
_3973_,11.12
_4149_,11.12
_4267_,11.12
net705,11.12
net948,11.12
net986,11.12
_2540_,11.1
_3547_,11.09
_0087_,11.085
_0769_,11.065
_0434_,11.06
_1647_,11.06
net925,11.06
net941,11.06
_0219_,11.045
_1218_,11.04
_1345_,11.04
_2349_,11.04
rf.registers\[17\]\[12\],11.04
rf.registers\[1\]\[30\],11.04
net530,11.04
net813,11.04
_1457_,11.02
net321,11.02
net571,11.02
net1139,11.02
_2955_,11
net968,11
_0693_,10.985
_1228_,10.98
_2322_,10.98
net394,10.98
net1114,10.98
_0956_,10.965
_2315_,10.96
_0996_,10.945
_1045_,10.94
_1103_,10.94
_1455_,10.92
_2640_,10.92
_2728_,10.92
_2773_,10.92
_3823_,10.92
net148,10.92
net332,10.92
net927,10.92
_0648_,10.905
_1553_,10.9
_1616_,10.9
net976,10.9
net1011,10.9
_3012_,10.88
_0561_,10.875
_1424_,10.86
_1285_,10.84
_1021_,10.825
_1862_,10.82
_3740_,10.82
_4185_,10.82
rf.registers\[13\]\[14\],10.82
net1068,10.82
_1317_,10.8
_2388_,10.8
_3125_,10.8
_3588_,10.8
_3849_,10.8
_3852_,10.8
_0248_,10.785
_0356_,10.785
_0630_,10.785
_1293_,10.78
_1796_,10.78
_2091_,10.78
_2112_,10.78
_2985_,10.78
_3286_,10.78
_3774_,10.78
_4056_,10.78
rf.registers\[3\]\[0\],10.78
_0306_,10.76
_0205_,10.755
_2146_,10.74
net478,10.74
_4206_,10.72
_0850_,10.705
_3443_,10.7
_4029_,10.7
net1082,10.7
_2132_,10.66
_3804_,10.66
_3917_,10.66
net161,10.66
net343,10.66
_0369_,10.64
_1350_,10.64
_1998_,10.62
_2083_,10.62
_2954_,10.62
net876,10.62
_0069_,10.605
_0684_,10.6
_1795_,10.6
net327,10.6
net1123,10.6
net1141,10.6
_1965_,10.58
_3833_,10.58
net316,10.58
net905,10.58
_1594_,10.56
_1932_,10.56
_3262_,10.56
net991,10.54
_0300_,10.535
_1462_,10.52
_1802_,10.52
_1431_,10.5
_1605_,10.5
_2518_,10.5
rf.registers\[12\]\[30\],10.5
_1336_,10.48
_2946_,10.46
_2981_,10.46
rf.registers\[31\]\[15\],10.46
net836,10.46
net937,10.46
_0878_,10.445
_1971_,10.44
_3399_,10.44
_3467_,10.44
net1053,10.44
_0802_,10.425
_2410_,10.42
_1017_,10.405
_1326_,10.4
_2384_,10.4
_2936_,10.4
_3875_,10.4
_0234_,10.385
_0333_,10.385
rf.registers\[16\]\[27\],10.38
rf.registers\[3\]\[19\],10.38
net922,10.38
net1160,10.38
_0807_,10.365
_1001_,10.365
_3459_,10.36
_3716_,10.36
_3821_,10.36
net510,10.36
_3930_,10.34
_4175_,10.34
rf.registers\[8\]\[12\],10.34
_0493_,10.325
_0706_,10.325
_1928_,10.32
_4258_,10.32
net1043,10.32
_1421_,10.3
_0623_,10.295
_0735_,10.285
_1830_,10.28
_1876_,10.28
_3045_,10.28
_3694_,10.28
_3815_,10.28
_3831_,10.28
_3918_,10.28
_4016_,10.28
_4126_,10.28
net1034,10.28
net1046,10.28
_3018_,10.26
_1583_,10.24
_1906_,10.24
net726,10.24
net797,10.24
_1250_,10.23
_0371_,10.225
_0450_,10.22
_3201_,10.22
_1364_,10.2
_2073_,10.2
_2166_,10.2
_3776_,10.2
_0427_,10.195
_1964_,10.18
_2144_,10.18
_2351_,10.18
_2508_,10.18
net875,10.18
_0500_,10.16
_2916_,10.16
_0282_,10.14
_2125_,10.14
net1006,10.14
_0133_,10.125
net540,10.12
net738,10.12
net865,10.12
_0418_,10.115
_0127_,10.105
rf.registers\[22\]\[19\],10.105
_1559_,10.1
_3239_,10.1
_3451_,10.1
_3594_,10.1
_3764_,10.1
net517,10.1
_1112_,10.08
_2627_,10.08
_3898_,10.08
_0668_,10.075
_0771_,10.075
_0158_,10.065
_2616_,10.06
net992,10.06
_0604_,10.045
_2401_,10.04
_2953_,10.04
_3391_,10.04
_0272_,10.025
net445,10.02
_1016_,10.015
_0081_,10
_1004_,9.985
net901,9.98
net915,9.98
_1632_,9.96
_4207_,9.96
net858,9.96
_0194_,9.945
_1772_,9.94
_2446_,9.94
_3392_,9.94
_3583_,9.94
_3596_,9.94
net513,9.94
rf.registers\[23\]\[4\],9.92
net158,9.92
net938,9.92
_0040_,9.905
_2643_,9.9
_2794_,9.9
_2861_,9.9
_3273_,9.9
_3475_,9.9
rf.registers\[12\]\[5\],9.9
rf.registers\[28\]\[26\],9.9
net804,9.9
net975,9.9
_0700_,9.885
_2071_,9.88
_2131_,9.88
_3526_,9.88
_3729_,9.88
_0269_,9.865
_1282_,9.86
_2137_,9.86
_2803_,9.86
_4066_,9.86
net873,9.86
_0129_,9.845
_2357_,9.84
_2423_,9.82
_2945_,9.82
_3233_,9.82
_3461_,9.82
_3575_,9.82
net570,9.82
net742,9.82
_1138_,9.8
_3762_,9.8
_2645_,9.78
_2686_,9.78
_3669_,9.78
_3677_,9.78
net209,9.78
_0383_,9.76
_1074_,9.76
_3317_,9.76
_3899_,9.76
net312,9.74
_0841_,9.72
_3366_,9.72
net476,9.72
WD3[14],9.71
_0926_,9.7
_1435_,9.7
_1534_,9.7
_2268_,9.7
net1077,9.7
_1014_,9.68
_2238_,9.68
net558,9.68
net657,9.68
net661,9.68
net936,9.68
net1000,9.68
net1050,9.68
_0910_,9.665
_1398_,9.66
_1954_,9.66
_2145_,9.66
_3439_,9.66
_0499_,9.64
_1079_,9.64
_2001_,9.64
_2629_,9.64
_3615_,9.64
_3904_,9.64
_4173_,9.64
net322,9.64
net871,9.64
_0929_,9.605
net409,9.6
net692,9.6
_2951_,9.58
_3290_,9.58
_3598_,9.58
net86,9.58
net363,9.58
net525,9.58
_0734_,9.575
_2827_,9.56
_2025_,9.54
_2435_,9.54
net90,9.54
_1321_,9.52
_2189_,9.52
_3438_,9.52
_3616_,9.52
_3944_,9.52
_0316_,9.505
_0669_,9.505
net1019,9.5
WD3[17],9.49
_3696_,9.48
_3803_,9.48
_3992_,9.48
rf.registers\[28\]\[20\],9.48
net655,9.48
net733,9.48
_0835_,9.465
_2187_,9.46
_2377_,9.46
_2765_,9.46
rf.registers\[17\]\[19\],9.46
net577,9.46
_0554_,9.445
_1092_,9.44
_1612_,9.44
_3024_,9.44
_3258_,9.44
_3373_,9.44
_3824_,9.44
_3933_,9.44
_4043_,9.44
_4193_,9.44
_3296_,9.42
_3327_,9.42
