net,length_um
RF.registers\[15\]\[15\],13.08
_0946_,13.08
_0737_,13.04
_0764_,13.04
_1238_,13.04
_1346_,13.04
_1891_,13.04
_2069_,13.04
_1006_,13.02
_0851_,13
_1960_,13
_1458_,12.96
_1977_,12.96
_1722_,12.94
RF.registers\[0\]\[8\],12.92
_1587_,12.92
_1832_,12.92
_1594_,12.9
_1412_,12.88
_1749_,12.86
_2036_,12.84
_0897_,12.82
RF.registers\[0\]\[24\],12.8
RF.registers\[25\]\[30\],12.8
_1679_,12.8
_1692_,12.8
_0718_,12.78
_0294_,12.76
_1682_,12.7
net84,12.68
RF.registers\[9\]\[7\],12.66
_0896_,12.66
_0904_,12.66
RF.registers\[20\]\[12\],12.64
RF.registers\[6\]\[29\],12.64
RF.registers\[9\]\[5\],12.64
_1684_,12.64
_1723_,12.64
_1904_,12.62
_1928_,12.62
_1554_,12.6
RF.registers\[25\]\[29\],12.58
RF.registers\[4\]\[21\],12.58
_1897_,12.58
_1938_,12.58
_2135_,12.58
_2050_,12.56
RF.registers\[25\]\[3\],12.54
RF.registers\[4\]\[22\],12.54
_1156_,12.54
_1886_,12.54
_1923_,12.54
_0640_,12.5
RF.registers\[10\]\[20\],12.48
RF.registers\[15\]\[14\],12.48
RF.registers\[21\]\[2\],12.48
RF.registers\[21\]\[14\],12.46
RF.registers\[21\]\[26\],12.46
_0586_,12.46
RF.registers\[21\]\[19\],12.44
RF.registers\[4\]\[25\],12.44
RF.registers\[25\]\[27\],12.42
_1237_,12.42
_1590_,12.42
_2044_,12.42
RF.registers\[8\]\[16\],12.38
RF.registers\[6\]\[28\],12.32
RF.registers\[8\]\[10\],12.32
_1045_,12.28
_1320_,12.26
_0808_,12.24
_0968_,12.24
_2063_,12.24
_1303_,12.22
RF.registers\[25\]\[23\],12.18
_1281_,12.16
_1789_,12.14
RF.registers\[21\]\[27\],12.12
RF.registers\[21\]\[29\],12.1
RF.registers\[5\]\[22\],12.1
RF.registers\[9\]\[0\],12.1
_2051_,12.1
_0410_,12.08
_0698_,12.08
_1275_,12.08
_1951_,12.08
_1954_,12.08
_1983_,12.08
_1698_,12.06
RF.registers\[21\]\[16\],12.04
_0692_,12.04
_1797_,12
_1982_,12
_1910_,11.98
RF.registers\[25\]\[31\],11.96
_0664_,11.94
RF.registers\[8\]\[9\],11.9
RF.registers\[21\]\[3\],11.88
RF.registers\[20\]\[15\],11.84
RF.registers\[21\]\[20\],11.84
RF.registers\[9\]\[21\],11.84
RF.registers\[9\]\[6\],11.84
_1596_,11.84
_1762_,11.84
RF.registers\[25\]\[24\],11.78
_1995_,11.78
_2068_,11.78
RF.registers\[8\]\[4\],11.77
RF.registers\[25\]\[2\],11.74
RF.registers\[9\]\[23\],11.74
_1375_,11.74
_1528_,11.74
_2127_,11.74
_1757_,11.72
_1489_,11.7
RF.registers\[21\]\[30\],11.66
_0832_,11.66
_1343_,11.66
_1986_,11.66
clknet_leaf_18_clk,11.66
_1259_,11.62
_1368_,11.62
_1521_,11.62
net53,11.62
_1236_,11.6
_0873_,11.58
RF.registers\[0\]\[26\],11.56
_1691_,11.56
RF.registers\[20\]\[17\],11.54
_0877_,11.48
_0994_,11.46
_1287_,11.46
_1338_,11.46
_1301_,11.42
_1589_,11.42
_1424_,11.4
RF.registers\[9\]\[16\],11.38
_0401_,11.34
RF.registers\[9\]\[31\],11.32
_1315_,11.32
_2067_,11.32
RF.registers\[21\]\[17\],11.3
_1265_,11.3
RF.registers\[25\]\[20\],11.24
net52,11.24
RF.registers\[10\]\[3\],11.2
RF.registers\[15\]\[5\],11.2
RF.registers\[20\]\[26\],11.2
RF.registers\[20\]\[27\],11.2
RF.registers\[8\]\[2\],11.2
RF.registers\[9\]\[3\],11.2
_2060_,11.2
net91,11.18
_0903_,11.16
_1913_,11.16
_2117_,11.16
RF.registers\[6\]\[18\],11.14
_1223_,11.12
RF.registers\[9\]\[15\],11.08
_1374_,11.08
RF.registers\[9\]\[17\],11.02
_1622_,11.02
_1946_,11
_1396_,10.94
RF.registers\[20\]\[18\],10.92
_1263_,10.92
_1229_,10.9
_1201_,10.88
RF.registers\[8\]\[31\],10.86
_0815_,10.86
_1953_,10.86
_1985_,10.86
_1990_,10.86
_1996_,10.86
RF.registers\[5\]\[11\],10.82
RF.registers\[9\]\[12\],10.82
_0819_,10.82
_1010_,10.82
RF.registers\[8\]\[19\],10.8
_1575_,10.8
_1888_,10.8
_0580_,10.78
_1753_,10.78
_2118_,10.78
net69,10.77
_1336_,10.76
RF.registers\[20\]\[28\],10.74
RF.registers\[20\]\[30\],10.74
RF.registers\[4\]\[28\],10.74
RF.registers\[8\]\[28\],10.74
_1919_,10.74
_1920_,10.74
_1922_,10.74
_1974_,10.74
_1979_,10.74
_1471_,10.72
_1630_,10.7
_1964_,10.7
_1405_,10.68
_0857_,10.66
_0880_,10.58
_1952_,10.58
_1981_,10.58
RF.registers\[8\]\[0\],10.56
_1752_,10.54
RF.registers\[20\]\[13\],10.52
RF.registers\[8\]\[11\],10.52
RF.registers\[20\]\[8\],10.5
RF.registers\[8\]\[24\],10.5
_1987_,10.5
RF.registers\[15\]\[9\],10.46
RF.registers\[9\]\[18\],10.46
RF.registers\[9\]\[29\],10.46
_1116_,10.44
_1131_,10.44
_1180_,10.44
RF.registers\[4\]\[23\],10.42
RF.registers\[15\]\[12\],10.4
_1113_,10.4
_1915_,10.4
_1989_,10.4
RF.registers\[10\]\[4\],10.38
RF.registers\[21\]\[21\],10.36
RF.registers\[4\]\[26\],10.32
_0690_,10.32
_0701_,10.32
_0905_,10.32
_1712_,10.32
_1894_,10.28
_1955_,10.28
_1958_,10.28
RF.registers\[15\]\[19\],10.26
_1969_,10.26
_0944_,10.24
_2054_,10.24
RF.registers\[20\]\[20\],10.21
_0627_,10.2
_1992_,10.2
_1703_,10.18
RF.registers\[25\]\[26\],10.16
RF.registers\[9\]\[19\],10.16
RF.registers\[9\]\[26\],10.16
RF.registers\[15\]\[7\],10.08
RF.registers\[25\]\[10\],10.04
_1213_,10.04
_0130_,10.005
RF.registers\[0\]\[28\],9.96
_1365_,9.94
_1889_,9.94
_1947_,9.94
_2126_,9.94
RF.registers\[5\]\[15\],9.92
_1033_,9.9
_1046_,9.9
_1459_,9.9
_1924_,9.9
ALUresult[30],9.88
_1912_,9.88
_1975_,9.88
_0298_,9.865
_0588_,9.86
_1896_,9.86
_1968_,9.86
_1993_,9.86
_2062_,9.86
_0189_,9.845
_0406_,9.84
RF.registers\[4\]\[29\],9.82
_1908_,9.82
_2057_,9.82
_2124_,9.82
net50,9.82
_0625_,9.78
_0196_,9.725
RF.registers\[8\]\[27\],9.72
_0390_,9.685
RF.registers\[8\]\[20\],9.62
_2049_,9.62
_0275_,9.615
_0802_,9.6
RF.registers\[15\]\[11\],9.58
RF.registers\[25\]\[12\],9.58
RF.registers\[25\]\[14\],9.58
RF.registers\[4\]\[10\],9.58
_0840_,9.56
_1649_,9.54
RF.registers\[20\]\[2\],9.52
RF.registers\[25\]\[16\],9.48
_0755_,9.48
_1644_,9.48
_2137_,9.48
_1497_,9.44
_1544_,9.44
_2038_,9.44
ALUresult[5],9.42
_1741_,9.42
_1744_,9.42
_1768_,9.42
_1867_,9.42
_0518_,9.4
_1607_,9.4
_2042_,9.4
_1939_,9.36
_1963_,9.36
_1976_,9.36
_1991_,9.36
_2048_,9.36
_2114_,9.36
_2034_,9.34
_2131_,9.34
_0427_,9.32
_0711_,9.32
_0886_,9.32
_1456_,9.32
_1562_,9.32
_1906_,9.32
_2121_,9.32
_1543_,9.28
RF.registers\[21\]\[1\],9.24
_1450_,9.24
RF.registers\[8\]\[3\],9.22
_1258_,9.22
_1151_,9.2
RF.registers\[21\]\[31\],9.16
_0378_,9.145
RF.registers\[8\]\[8\],9.14
_1583_,9.08
RF.registers\[4\]\[20\],9.06
_0929_,9.06
RF.registers\[20\]\[24\],9.03
RF.registers\[9\]\[4\],9.02
_1890_,9.02
_1971_,9.02
_0207_,8.985
_1292_,8.98
_1914_,8.98
_1941_,8.98
_2066_,8.98
_2101_,8.98
net73,8.98
ALUresult[10],8.96
_0619_,8.96
_1240_,8.96
_1911_,8.96
_0203_,8.945
_1846_,8.94
_1895_,8.94
_2119_,8.94
RF.registers\[9\]\[9\],8.9
_1314_,8.9
_1656_,8.9
_0607_,8.88
_0376_,8.865
_0696_,8.86
_0722_,8.86
_1256_,8.86
_1468_,8.86
_1725_,8.86
RF.registers\[25\]\[28\],8.8
RF.registers\[15\]\[6\],8.78
RF.registers\[8\]\[25\],8.72
_1697_,8.72
_0295_,8.7
RF.registers\[25\]\[13\],8.68
RF.registers\[9\]\[22\],8.66
_1074_,8.64
_1312_,8.64
_0154_,8.625
RF.registers\[4\]\[27\],8.6
_1738_,8.6
_1693_,8.58
net39,8.58
_1570_,8.56
_1903_,8.56
_1944_,8.56
_2056_,8.56
RF.registers\[21\]\[13\],8.52
_0721_,8.52
_0876_,8.52
_1114_,8.52
_1604_,8.52
_1936_,8.52
ALUresult[15],8.5
RF.registers\[15\]\[31\],8.48
_1419_,8.48
_1862_,8.48
RF.registers\[9\]\[25\],8.44
_1603_,8.44
_1893_,8.44
_1957_,8.44
_1970_,8.44
_2058_,8.44
_2130_,8.44
clknet_leaf_21_clk,8.42
_0729_,8.4
_0934_,8.4
_1467_,8.4
_1834_,8.4
_1962_,8.4
_0720_,8.36
_2053_,8.36
net66,8.36
RF.registers\[9\]\[13\],8.32
_1035_,8.3
_0027_,8.285
_0123_,8.285
_1129_,8.28
RF.registers\[25\]\[17\],8.24
RF.registers\[8\]\[30\],8.24
_0856_,8.24
_1319_,8.2
_1154_,8.18
_0171_,8.145
_1232_,8.14
_1696_,8.14
_1980_,8.14
_1472_,8.12
_2113_,8.12
RF.registers\[20\]\[19\],8.1
_0628_,8.1
_0971_,8.1
_1324_,8.1
_1568_,8.1
_1809_,8.1
_1929_,8.1
_1930_,8.1
_1940_,8.1
_2110_,8.1
_2111_,8.1
RF.registers\[25\]\[25\],8.08
_1264_,8.08
_0302_,8.065
_0375_,8.065
_0564_,8.06
_1916_,8.06
ALUresult[0],8.04
ALUresult[11],8.04
ALUresult[12],8.04
ALUresult[13],8.04
ALUresult[14],8.04
ALUresult[16],8.04
ALUresult[17],8.04
ALUresult[18],8.04
ALUresult[19],8.04
ALUresult[1],8.04
ALUresult[20],8.04
ALUresult[21],8.04
ALUresult[22],8.04
ALUresult[23],8.04
ALUresult[24],8.04
ALUresult[25],8.04
ALUresult[26],8.04
ALUresult[27],8.04
ALUresult[28],8.04
ALUresult[29],8.04
ALUresult[2],8.04
ALUresult[31],8.04
ALUresult[3],8.04
ALUresult[4],8.04
ALUresult[6],8.04
ALUresult[7],8.04
ALUresult[8],8.04
ALUresult[9],8.04
_0795_,8.04
_1917_,8.04
_0174_,8.025
_0291_,8.025
_1428_,8.02
_1385_,8
RF.registers\[20\]\[21\],7.98
RF.registers\[8\]\[18\],7.98
_2103_,7.98
_1218_,7.96
_0604_,7.94
_0828_,7.94
_0888_,7.94
_1905_,7.94
_1514_,7.92
_1807_,7.9
_0242_,7.88
_0617_,7.88
_0955_,7.88
RF.registers\[9\]\[10\],7.86
_0092_,7.825
_0759_,7.82
_0821_,7.82
_1711_,7.82
_1400_,7.8
_1633_,7.78
_0087_,7.745
_0188_,7.745
_0151_,7.735
_1686_,7.7
_0541_,7.68
_1748_,7.68
RF.registers\[15\]\[3\],7.66
_1075_,7.64
_1325_,7.64
_1880_,7.64
_1900_,7.64
_1943_,7.64
_1965_,7.64
_0297_,7.62
_0224_,7.605
_0894_,7.6
_1445_,7.6
_1597_,7.6
_1907_,7.6
_1294_,7.58
_0176_,7.565
RF.registers\[15\]\[26\],7.56
RF.registers\[25\]\[15\],7.56
RF.registers\[25\]\[8\],7.56
_0703_,7.54
RF.registers\[20\]\[1\],7.52
_0797_,7.52
_1333_,7.52
_1487_,7.52
_2133_,7.52
_1184_,7.5
_0156_,7.485
_0585_,7.48
_1122_,7.46
RF.registers\[8\]\[15\],7.44
_1102_,7.44
_1170_,7.44
_2061_,7.44
_2094_,7.44
_0256_,7.42
RF.registers\[21\]\[8\],7.4
_0234_,7.385
_0140_,7.345
_1353_,7.32
_0383_,7.305
_0349_,7.285
_1415_,7.28
_0167_,7.275
_0145_,7.265
_0874_,7.26
_0301_,7.245
_1403_,7.24
_1652_,7.24
RF.registers\[25\]\[9\],7.22
_0891_,7.22
_1410_,7.22
_1881_,7.22
RF.registers\[15\]\[29\],7.2
_0097_,7.195
_1166_,7.18
_1214_,7.18
_1233_,7.18
_1463_,7.18
_1949_,7.18
_2043_,7.18
_0193_,7.145
_1072_,7.14
_1470_,7.14
_1927_,7.14
net40,7.14
_1334_,7.12
_1825_,7.12
_0360_,7.105
RF.registers\[8\]\[29\],7.1
_0631_,7.1
_1787_,7.1
_2020_,7.1
_2083_,7.1
RF.registers\[8\]\[1\],7.06
RF.registers\[8\]\[23\],7.06
RF.registers\[9\]\[30\],7.06
_0668_,7.06
_1383_,7.06
_1585_,7.06
_1699_,7.06
_1872_,7.06
_1966_,7.06
_2120_,7.06
RF.registers\[8\]\[21\],6.98
_1624_,6.98
RF.registers\[15\]\[24\],6.96
_0160_,6.96
_0178_,6.925
_0187_,6.9
RF.registers\[25\]\[11\],6.88
_0164_,6.865
RF.registers\[21\]\[10\],6.86
RF.registers\[8\]\[13\],6.86
_0085_,6.825
_0091_,6.825
_0229_,6.825
_0708_,6.78
_0243_,6.765
_0407_,6.76
_1765_,6.76
_0471_,6.72
_0781_,6.72
_0870_,6.72
_0932_,6.72
_0965_,6.72
_1873_,6.72
_1882_,6.72
_2065_,6.72
_2074_,6.72
_0168_,6.685
_0034_,6.645
_0169_,6.645
RF.registers\[15\]\[17\],6.64
_1439_,6.64
_1750_,6.64
_1816_,6.64
_2055_,6.64
_0780_,6.62
RF.registers\[8\]\[26\],6.6
_1295_,6.6
_1526_,6.6
_2045_,6.6
_2078_,6.6
_2128_,6.6
_2084_,6.54
_1845_,6.52
_1431_,6.42
_1313_,6.4
_0356_,6.365
reset,6.31
RF.registers\[21\]\[24\],6.3
_0643_,6.3
_0941_,6.3
_1477_,6.3
_1800_,6.3
_2029_,6.3
_2032_,6.3
_2129_,6.3
RF.registers\[25\]\[4\],6.28
_2073_,6.28
_0324_,6.275
_0562_,6.26
_0575_,6.26
_0709_,6.26
_1044_,6.26
_1599_,6.26
_1609_,6.26
_1675_,6.26
_1715_,6.26
_1942_,6.26
_1997_,6.26
_2052_,6.26
_2125_,6.26
_0165_,6.235
_0157_,6.225
_1754_,6.2
net80,6.2
_0161_,6.185
_0198_,6.185
_0299_,6.185
RF.registers\[21\]\[7\],6.18
_1056_,6.18
_1733_,6.18
_1854_,6.18
_2028_,6.18
_2076_,6.18
_2099_,6.18
_2100_,6.18
_0221_,6.175
_1239_,6.16
_1337_,6.16
RF.registers\[15\]\[25\],6.14
_0642_,6.14
_0723_,6.14
_0778_,6.14
_1017_,6.14
_1096_,6.14
_1707_,6.14
_1727_,6.14
_1827_,6.14
_1874_,6.14
_1879_,6.14
_1909_,6.14
_1935_,6.14
_1945_,6.14
_1950_,6.14
_2064_,6.14
_2108_,6.14
net75,6.14
_1967_,6.12
_0715_,6.08
_1687_,6.07
_0779_,6.06
_0186_,6.04
_0286_,6.04
_0321_,6.04
_0908_,6.04
_0232_,6.015
_1026_,5.96
_0131_,5.945
RF.registers\[15\]\[8\],5.94
_1828_,5.94
_0384_,5.935
_1417_,5.92
_0129_,5.905
_0316_,5.895
_0081_,5.865
RF.registers\[9\]\[8\],5.84
_1731_,5.84
_1769_,5.84
_1778_,5.84
_1856_,5.84
_2097_,5.84
_1864_,5.82
_0149_,5.805
_0002_,5.8
_1511_,5.8
_1541_,5.8
_1551_,5.8
_1840_,5.8
_1861_,5.8
_1871_,5.8
_1959_,5.8
_2040_,5.8
_0223_,5.765
RF.registers\[15\]\[18\],5.72
_1563_,5.72
_1734_,5.72
_1831_,5.72
_2004_,5.72
_2016_,5.72
_0676_,5.68
_0774_,5.68
_1004_,5.68
_1106_,5.68
_1171_,5.68
_1360_,5.68
_1422_,5.68
_1529_,5.68
_1571_,5.68
_1783_,5.68
_1788_,5.68
_1811_,5.68
_2019_,5.68
_0001_,5.65
_0706_,5.645
_0017_,5.62
_0677_,5.6
_1737_,5.6
RF.registers\[20\]\[4\],5.58
_0311_,5.58
_0323_,5.58
_0173_,5.525
_1032_,5.52
_0318_,5.505
_0368_,5.505
_0268_,5.5
_1267_,5.5
_1093_,5.48
_0277_,5.475
_1328_,5.46
_0013_,5.435
_1160_,5.4
_1631_,5.4
_1673_,5.38
_2007_,5.38
_2046_,5.38
_2092_,5.38
_1057_,5.36
_1503_,5.36
_0066_,5.345
_0490_,5.34
_0597_,5.34
_0632_,5.34
_0837_,5.34
_1079_,5.34
_1453_,5.34
_1672_,5.34
_1759_,5.34
_1802_,5.34
_1815_,5.34
_1841_,5.34
_1844_,5.34
_1883_,5.34
_1937_,5.34
_2015_,5.34
net83,5.34
_0093_,5.305
_0101_,5.305
_0245_,5.305
_0732_,5.28
_1111_,5.28
_2035_,5.28
_0220_,5.265
_0237_,5.265
RF.registers\[15\]\[28\],5.26
_0437_,5.26
_0609_,5.26
_0734_,5.26
_1179_,5.26
_1478_,5.26
_1657_,5.26
_1746_,5.26
_1767_,5.26
_1822_,5.26
_1839_,5.26
_2085_,5.26
_2095_,5.26
_2109_,5.26
_2136_,5.26
_0912_,5.24
_0587_,5.22
_0985_,5.22
_1140_,5.22
_1386_,5.22
_1760_,5.22
_1781_,5.22
_1842_,5.22
_1850_,5.22
_1875_,5.22
_1901_,5.22
_1978_,5.22
_2021_,5.22
_2079_,5.22
_2080_,5.22
_2116_,5.22
_0023_,5.18
_0380_,5.16
_0606_,5.16
_0614_,5.16
_0998_,5.14
_1756_,5.14
_2077_,5.14
_1153_,5.1
_0250_,5.095
_0304_,5.095
_0314_,5.095
_0280_,5.065
_0833_,5.06
_1721_,5.06
_0113_,5.045
_0148_,5.045
RF.registers\[20\]\[3\],5.04
_0208_,5.02
_0290_,5.02
_0694_,5.02
_0787_,5
_1654_,5
_1039_,4.94
_1064_,4.94
_0521_,4.92
_0582_,4.92
_0769_,4.92
_1766_,4.92
_2022_,4.92
net70,4.92
_0325_,4.885
_0393_,4.885
RF.registers\[15\]\[22\],4.88
_0579_,4.88
_0603_,4.88
_0728_,4.88
_0788_,4.88
_0827_,4.88
_1049_,4.88
_1210_,4.88
_1414_,4.88
_1435_,4.88
_1452_,4.88
_1525_,4.88
_1772_,4.88
_1793_,4.88
_1848_,4.88
_1863_,4.88
_1865_,4.88
_1876_,4.88
_1973_,4.88
_2047_,4.88
_2106_,4.88
_0082_,4.845
_0099_,4.845
_0182_,4.845
_0249_,4.845
_0309_,4.845
_0373_,4.845
_0391_,4.845
_1796_,4.82
_1948_,4.82
_0326_,4.805
_0758_,4.8
_0770_,4.8
_1098_,4.8
_1138_,4.8
_1261_,4.8
_1378_,4.8
_1492_,4.8
_1645_,4.8
_1773_,4.8
_1780_,4.8
_2090_,4.8
_0915_,4.76
_1350_,4.76
_1397_,4.76
_1794_,4.76
_1826_,4.76
_1852_,4.76
_2012_,4.76
_2030_,4.76
_0310_,4.7
_1251_,4.68
_1823_,4.68
_1068_,4.66
_0147_,4.625
_0716_,4.6
_0011_,4.585
_0070_,4.585
_0175_,4.585
_0181_,4.585
_0185_,4.585
_0226_,4.585
RF.registers\[25\]\[21\],4.58
_1038_,4.54
_0213_,4.525
_0921_,4.515
_0962_,4.48
_1185_,4.48
_0293_,4.46
_0735_,4.46
_1695_,4.46
_1820_,4.46
_2098_,4.46
RF.registers\[15\]\[23\],4.44
_0067_,4.425
_0116_,4.425
_0251_,4.425
_0641_,4.42
_0743_,4.42
_0847_,4.42
_1132_,4.42
_1421_,4.42
_1805_,4.42
_1843_,4.42
_1859_,4.42
_2010_,4.42
_2017_,4.42
_2086_,4.42
_2087_,4.42
net71,4.42
_0020_,4.385
_0047_,4.385
_0089_,4.385
_0103_,4.385
_0228_,4.385
_0239_,4.385
_0342_,4.385
_0350_,4.385
_1549_,4.36
_1795_,4.36
net51,4.36
_0686_,4.34
_0799_,4.34
_1008_,4.34
_1198_,4.34
_1743_,4.34
_1792_,4.34
_1837_,4.34
_1849_,4.34
_0190_,4.325
_0035_,4.295
_0096_,4.295
_0214_,4.295
_0158_,4.265
_0329_,4.265
_0331_,4.24
_1204_,4.24
_1661_,4.22
_0895_,4.2
_1042_,4.2
_0204_,4.165
_0004_,4.15
_0943_,4.14
_1664_,4.12
net57,4.12
_1369_,4.1
_1709_,4.02
net68,4.02
RF.registers\[21\]\[4\],4
_0599_,4
_0803_,4
_1181_,4
_1326_,4
_1735_,4
_1777_,4
_1824_,4
_2023_,4
_2027_,4
_0236_,3.975
_0042_,3.965
_0319_,3.965
_0327_,3.965
_0050_,3.925
_0240_,3.925
_0351_,3.925
_0371_,3.925
_0386_,3.925
_1547_,3.9
_1779_,3.9
_2096_,3.9
_0569_,3.88
_0793_,3.88
_0942_,3.88
_1219_,3.88
_1710_,3.88
_1866_,3.88
_1877_,3.88
_0166_,3.865
_1558_,3.86
_0305_,3.805
_0110_,3.8
_0146_,3.78
_0194_,3.78
_0374_,3.78
_1304_,3.78
_0953_,3.74
_1021_,3.74
_0038_,3.705
_0078_,3.685
_1621_,3.68
_2000_,3.68
_1242_,3.64
_0153_,3.605
_0235_,3.585
_1717_,3.56
_1296_,3.54
_1382_,3.54
_1406_,3.54
_1564_,3.54
_1808_,3.54
_2011_,3.54
_2089_,3.54
_2102_,3.54
net55,3.54
net58,3.54
_0098_,3.535
_0008_,3.505
_0241_,3.505
_0257_,3.505
_0332_,3.505
_0341_,3.505
_0086_,3.465
_0118_,3.465
_0134_,3.465
_0170_,3.465
_0334_,3.465
_0389_,3.465
_0836_,3.44
_1165_,3.44
_2031_,3.44
_0415_,3.42
_0809_,3.42
_0883_,3.42
_0900_,3.42
_1036_,3.42
_1139_,3.42
_1308_,3.42
_1371_,3.42
_1557_,3.42
_1742_,3.42
_1801_,3.42
_1829_,3.42
_1860_,3.42
_2013_,3.42
_2026_,3.42
_2072_,3.42
net94,3.42
_0026_,3.405
_0076_,3.405
_0177_,3.405
_0180_,3.405
_0183_,3.405
_0246_,3.405
_0328_,3.405
_0330_,3.405
_1260_,3.4
_0019_,3.345
_0372_,3.345
_0159_,3.32
_0370_,3.32
_1719_,3.3
_0422_,3.26
_0022_,3.245
_0031_,3.245
_0121_,3.245
_0191_,3.245
_0264_,3.245
_0278_,3.245
_0381_,3.245
_0385_,3.245
_0172_,3.225
_0522_,3.22
_1442_,3.22
_1485_,3.2
_1402_,3.18
_1648_,3.18
_0025_,3.175
_0064_,3.175
_0155_,3.175
_0285_,3.175
_0364_,3.175
_0075_,3.145
_0216_,3.145
_0348_,3.145
_0199_,3.125
_1392_,3.1
_1502_,3.1
_0574_,3.08
_0741_,3.08
_0760_,3.08
_0783_,3.08
_0822_,3.08
_0852_,3.08
_1117_,3.08
_1449_,3.08
_1513_,3.08
_1580_,3.08
_1689_,3.08
_1791_,3.08
_2039_,3.08
_2081_,3.08
_0094_,3.055
_0007_,3.045
_0227_,3.045
_0357_,3.045
_0365_,3.045
_0117_,3.005
_0136_,3.005
_0137_,3.005
_0283_,3.005
_0340_,3.005
_0388_,3.005
_1168_,2.985
_0152_,2.98
_0654_,2.98
_1586_,2.98
_1618_,2.98
_1732_,2.98
_1784_,2.98
_2009_,2.98
_2123_,2.98
_0697_,2.96
_0719_,2.96
_0817_,2.96
_0920_,2.96
_0961_,2.96
_0980_,2.96
_1014_,2.96
_1552_,2.96
_1560_,2.96
_1591_,2.96
_1639_,2.96
_1706_,2.96
_1785_,2.96
_1819_,2.96
_1878_,2.96
_2104_,2.96
_0231_,2.885
_0377_,2.885
_0048_,2.88
_0059_,2.88
_0281_,2.88
_0306_,2.88
_0060_,2.86
_0184_,2.86
_0201_,2.86
_0217_,2.86
_0230_,2.86
_0254_,2.86
_0320_,2.86
_0322_,2.86
_0352_,2.86
_0359_,2.86
_1024_,2.86
_1475_,2.86
_1231_,2.84
_0215_,2.835
_0071_,2.785
_0138_,2.785
_0258_,2.785
_0259_,2.785
_0300_,2.785
_0362_,2.785
_0363_,2.785
_0367_,2.785
_1298_,2.76
_1394_,2.76
_0296_,2.74
_0598_,2.74
_1253_,2.74
_1293_,2.74
_1653_,2.74
_0742_,2.72
_0014_,2.715
_0055_,2.715
_0080_,2.715
_0197_,2.715
_0212_,2.715
_0219_,2.715
_0222_,2.715
_0269_,2.715
_0308_,2.715
_0315_,2.715
_0317_,2.715
_0012_,2.705
_0030_,2.705
_0260_,2.705
_0279_,2.705
_0474_,2.64
_0866_,2.64
_1030_,2.64
_1082_,2.64
_1662_,2.64
_1681_,2.64
_0416_,2.62
_0671_,2.62
_1087_,2.62
_1305_,2.62
_1451_,2.62
_1745_,2.62
_1817_,2.62
_1857_,2.62
_1186_,2.6
_0058_,2.595
_0106_,2.595
_0336_,2.595
_0338_,2.595
_0252_,2.585
_0052_,2.545
_0053_,2.545
_0054_,2.545
_0141_,2.545
_0255_,2.545
_0358_,2.545
_0974_,2.52
_1091_,2.52
_1755_,2.52
_1774_,2.52
_1838_,2.52
_1855_,2.52
_0584_,2.5
_0745_,2.5
_0838_,2.5
_0841_,2.5
_0854_,2.5
_0869_,2.5
_0914_,2.5
_0949_,2.5
_0952_,2.5
_1177_,2.5
_1269_,2.5
_1270_,2.5
_1288_,2.5
_1332_,2.5
_1341_,2.5
_1363_,2.5
_1384_,2.5
_1535_,2.5
_1536_,2.5
_1555_,2.5
_1771_,2.5
_2112_,2.5
_0015_,2.495
_0006_,2.485
_0016_,2.485
_0039_,2.485
_0045_,2.485
_0049_,2.485
_0061_,2.485
_0062_,2.485
_0077_,2.485
_0126_,2.485
_0128_,2.485
_0139_,2.485
_0238_,2.485
_0261_,2.485
_0272_,2.485
_0339_,2.485
_0347_,2.485
_0354_,2.485
_0024_,2.42
_0040_,2.42
_0051_,2.42
_0109_,2.42
_0428_,2.4
_1003_,2.4
_1041_,2.4
_1628_,2.4
_1758_,2.4
_0003_,2.38
_0111_,2.375
_0114_,2.375
_0200_,2.375
_0209_,2.375
_0233_,2.375
_0382_,2.375
_0037_,2.325
_0102_,2.325
_0119_,2.325
_0127_,2.325
_0133_,2.325
_0162_,2.325
_0263_,2.325
_0270_,2.325
_0307_,2.325
_0353_,2.325
_0680_,2.3
_0988_,2.3
_0000_,2.28
_1192_,2.28
_0057_,2.255
_0072_,2.255
_0079_,2.255
_0115_,2.255
_0163_,2.255
_0337_,2.255
_0501_,2.215
_1291_,2.18
RF.registers\[15\]\[4\],2.16
_0491_,2.16
_0549_,2.16
_0750_,2.16
_0752_,2.16
_0931_,2.16
_0963_,2.16
_1249_,2.16
_1373_,2.16
_1447_,2.16
_1505_,2.16
_1539_,2.16
_0021_,2.125
_0108_,2.125
_0122_,2.125
_0135_,2.125
_0202_,2.125
_0210_,2.125
_0211_,2.125
_0247_,2.125
_0303_,2.125
_0033_,2.085
_0046_,2.085
_0065_,2.085
_0073_,2.085
_0225_,2.085
_0266_,2.085
_0276_,2.085
_0288_,2.085
_0345_,2.085
_0658_,2.06
_0733_,2.06
_0751_,2.06
_0884_,2.06
_1274_,2.06
_1409_,2.06
_1770_,2.06
_1813_,2.06
_1818_,2.06
_1830_,2.06
_1868_,2.06
_1885_,2.06
_2008_,2.06
_2107_,2.06
_0486_,2.04
_0540_,2.04
_0753_,2.04
_1161_,2.04
_1182_,2.04
_1283_,2.04
_1601_,2.04
_1678_,2.04
_1736_,2.04
_0262_,2.035
_0010_,2.025
_0018_,2.025
_0029_,2.025
_0041_,2.025
