net,length_um
_00_,24.66
net2,24
in[7],19.25
net1,18.9
net5,15.52
net6,14.88
out[1],12.39
in[1],12.15
in[0],12.09
out[0],11.75
out[7],11.67
net12,11.58
in[6],11.03
in[2],10.71
out[2],10.71
net3,10.04
out[4],9.43
net16,8.48
net4,8.34
_04_,7.7
in[4],7.69
_01_,7.54
net15,7.52
in[5],7.33
_07_,7.1
_05_,6.3
out[3],6.09
out[6],5.75
net7,5.48
in[3],5.29
out[5],4.39
net9,4.34
_03_,4
net8,3.88
net13,3.88
_06_,3.08
net10,2.96
net11,2.96
net14,2.06
_08_,1.38
_02_,0.92
