net,length_um
net1,62.43
net2,44.06
_00_,39.17
net8,32.52
net15,32.12
_01_,31.62
net5,31.08
net7,30.26
net3,29.58
_06_,28.48
net6,28.32
_05_,28.14
net9,25.28
net12,24.92
_04_,23.56
net14,21.62
_07_,19.76
net16,18.82
_02_,17.3
net4,15.58
_03_,15.04
net10,14.68
in[7],14.47
_08_,14.04
out[0],11.89
net11,10.74
in[0],10.73
out[7],10.61
in[5],8.61
out[6],6.69
in[1],6.65
net13,5.84
out[3],5.29
out[5],5.29
in[3],4.95
in[4],4.95
in[2],4.61
in[6],4.61
out[1],3.93
out[2],3.93
out[4],3.93
